,품명,품번,측정시간,측정자,검사형태,검사시간대,종물검사,번호,도형,항목,측정값,기준값,상한공차,하한공차,편차,판정,품질상태
0,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,10,원2(I) <상>,D,10.028,10.000,0.045,0.010,0.028,|+,NTC
1,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,10,원2(I) <상>,SMmf,5P,0.001,0.002,-0.002,0.004,-,NTC
2,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,11,원3(I) <중>,D,10.034,10.000,0.045,0.010,0.034,|++,NTC
3,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,11,원3(I) <중>,SMmf,5P,0.002,0.002,-0.003,0.005,-,NTC
4,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,12,원4(I) <하>,D,10.033,10.000,0.045,0.010,0.033,|++,NTC
5,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,12,원4(I) <하>,SMmf,5P,0.002,0.002,-0.002,0.005,-,NTC
6,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,13,"원통1(I) <- 원2, 원3, 원4의 측정점 병합",D,10.032,10.000,0.045,0.010,0.032,|+,NTC
7,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,13,"원통1(I) <- 원2, 원3, 원4의 측정점 병합",직각도,0.016,0.030,-,-,-,|+++,NTC
8,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,13,"원통1(I) <- 원2, 원3, 원4의 측정점 병합",SMmf,15P,0.003,0.006,-0.004,0.009,-,NTC
9,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,17,거리1 <- YAXIS[평균]:원5와 직선2 <열전관리치>,DS,72.155,72.000,0.300,0.200,0.155,-0.045,NTC
10,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,18,평면2 <열전관리치>,Y/X,-13:30:13,-13:30:00,0:30:00,-0:30:00,0:00:13,|+,NTC
11,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,18,평면2 <열전관리치>,평행도,0.004,0.050,-,-,-,|+,NTC
12,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,18,평면2 <열전관리치>,SMmf,4P,0.002,0.002,-0.002,0.005,-,NTC
13,PARKING SRPAG (감마IVT),48614-2H001,2024.02.08. 11:02:29,송성진,일상검사,주간,초물,20,평면3 <열전관리치>,Y,-2.350,-2.500,0.000,-4.000,-0.150,|++++,NTC
