,품명,품번,측정시간,측정자,검사형태,검사시간대,종물검사,번호,도형,항목,측정값,기준값,상한공차,하한공차,편차,판정,품질상태
0,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,3,평면1,평면도,0.002,0.100,-,-,-,|+,OK
1,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,3,평면1,SMmf,4P,0.001,0.001,-0.001,0.002,-,OK
2,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,5,원1(I) <상>,D,16.497,16.480,0.030,-0.010,0.017,|++,OK
3,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,5,원1(I) <상>,SMmf,4P,0.001,0.001,-0.001,0.001,-,OK
4,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,6,원2(I) <중>,D,16.502,16.480,0.030,-0.010,0.022,|+++,OK
5,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,6,원2(I) <중>,SMmf,4P,0.003,0.003,-0.004,0.007,-,OK
6,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,7,원3(I) <하>,D,16.497,16.480,0.030,-0.010,0.017,|++,OK
7,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,7,원3(I) <하>,SMmf,4P,0.000,0.000,0.000,0.000,-,OK
8,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,8,"원통1(I) <- 원1, 원2, 원3의 측정점 병합",D,16.499,16.480,0.030,-0.010,0.019,|++,OK
9,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,8,"원통1(I) <- 원1, 원2, 원3의 측정점 병합",원통도,0.008,0.000,-,-,-,-,OK
10,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,8,"원통1(I) <- 원1, 원2, 원3의 측정점 병합",직각도,0.013,0.050,-,-,-,|++,OK
11,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,8,"원통1(I) <- 원1, 원2, 원3의 측정점 병합",SMmf,12P,0.002,0.005,-0.002,0.008,-,OK
12,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,14,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>,X,116.657,116.600,0.100,0.000,0.057,|+,OK
13,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,14,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>,Y,-10.905,10.900,0.100,-0.100,0.005,|+,OK
14,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,16,각도1 <- 각도[XYPLAN]:직선2와 직선3,Ang,57.022,57.000,0.333,-0.333,0.022,|+,OK
15,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,17,직선4 <27° 소재>,Y/X,27.258,27.000,0.500,-0.500,0.258,|+++,OK
16,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,18,직선5 <7.5° 소재>,Y/X,7.493,7.500,0.500,-0.500,-0.007,-|,OK
17,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,19,점3 <- 직선4와 직선5의 교차점 <소재>,X,110.056,110.200,0.300,-0.300,-0.144,--|,OK
18,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,20,직선6 <35.9° 소재>,Y/X,35.765,35.900,0.500,-0.500,-0.135,--|,OK
19,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,21,점4 <- 직선6와 직선5의 교차점 <소재>,X,87.974,88.000,0.300,-0.300,-0.026,-|,OK
20,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,21,점4 <- 직선6와 직선5의 교차점 <소재>,Y,-24.264,-24.000,0.300,-0.300,0.264,|++++,OK
21,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,22,직선7 <23.1°>,Y/X,-23.265,-23.100,0.500,-0.500,0.165,|++,OK
22,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,23,직선8 <6°>,Y/X,-6.183,-6.000,0.500,-0.500,0.183,|++,OK
23,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,24,점5 <- 직선8와 직선7의 교차점,X,47.947,48.000,0.300,-0.300,-0.053,-|,OK
24,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,24,점5 <- 직선8와 직선7의 교차점,Y,-16.242,-16.100,0.300,-0.300,0.142,|++,OK
25,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,25,원4(E) <소재>,X,0.004,0.000,0.200,-0.200,0.004,|+,OK
26,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,25,원4(E) <소재>,Y,0.113,0.000,0.200,-0.200,0.113,|+++,OK
27,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,25,원4(E) <소재>,D,25.690,26.100,0.000,-0.500,-0.410,---|,OK
28,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,25,원4(E) <소재>,동심도,0.226,0.000,-,-,-,-,OK
29,PARKING SPRAG(8속)_<열전>,45926-4G100,2024.04.04. 03:53:54,양정훈,일상검사,야간,중물,25,원4(E) <소재>,SMmf,5P,0.012,0.019,-0.013,0.032,-,OK
