,편차_평면1_평면도,편차_원1(I) <상>_D,편차_원2(I) <중>_D,편차_원3(I) <하>_D,"편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,편차_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,편차_직선4 <27° 소재>_Y/X,편차_직선5 <7.5° 소재>_Y/X,편차_점3 <- 직선4와 직선5의 교차점 <소재>_X,편차_직선6 <35.9° 소재>_Y/X,편차_점4 <- 직선6와 직선5의 교차점 <소재>_X,편차_점4 <- 직선6와 직선5의 교차점 <소재>_Y,편차_직선7 <23.1°>_Y/X,편차_직선8 <6°>_Y/X,편차_점5 <- 직선8와 직선7의 교차점_X,편차_점5 <- 직선8와 직선7의 교차점_Y,편차_원4(E) <소재>_X,편차_원4(E) <소재>_Y,편차_원4(E) <소재>_D,편차_점6 <- 직선9와 직선10의 교차점 <소재>_X,편차_점6 <- 직선9와 직선10의 교차점 <소재>_Y,편차_점7 <- 직선10와 직선11의 교차점 <소재>_X,편차_점7 <- 직선10와 직선11의 교차점 <소재>_Y,편차_점8 <- 직선13와 직선12의 교차점 <소재>_X,편차_직선14 <23.1° 소재>_Y/X,편차_직선16 <우상 소재>_X/Y,편차_직선18 <좌상 소재>_X/Y,편차_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,편차_점13 <- 점11와 점12의 중점 <열전관리_상>_X,편차_직선19 <좌하 소재>_X/Y,편차_직선21 <우하 소재>_X/Y,편차_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,편차_점18 <- 점16와 점17의 중점 <열전관리_하>_X,편차_점19 <상>_Y,편차_점20 <하>_Y,편차_원5(I) <상부>_Y,편차_원5(I) <상부>_D,편차_원6(I) <하부>_Y,편차_원6(I) <하부>_D,편차_거리3 <- XYPLAN[PT]:원5와 원통1_DS,편차_평면2_Z,편차_평면2_평면도,편차_평면2_평행도,"편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",편차_원7(E) <- 원4의 되부름_X,편차_원7(E) <- 원4의 되부름_Y,편차_원7(E) <- 원4의 되부름_D,편차_점28 <- 점27의 되부름 <소재 원점>_X,편차_점28 <- 점27의 되부름 <소재 원점>_Y,편차_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,편차_점29 <- 점13의 되부름 <소재원점>_X,편차_점29 <- 점13의 되부름 <소재원점>_Y,편차_점30 <- 점18의 되부름 <소재원점>_X,편차_점30 <- 점18의 되부름 <소재원점>_Y,편차_직선25 <- 직선18의 되부름_X/Y,편차_직선26 <- 직선16의 되부름_X/Y,편차_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS
count,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0,1627.0
mean,-0.09764351567301782,0.0032636754763369705,0.007618315918869243,0.0028838352796560244,0.004555009219422406,-0.032631837738168405,0.06840565457898555,0.006400737553779607,-0.07654333128457283,0.17022741241548864,-0.021623232944068795,-0.16921880762139171,-0.1379655808236003,-0.02924708051628793,0.2694824830977259,0.15060971112476804,0.17824400737553775,-0.06392501536570376,0.1586330669944669,0.025880762138905965,0.10291518131530424,-0.4073896742470819,0.056408727719728144,0.10258328211432081,0.09810694529809469,0.09214505224339307,-0.08877934849416648,0.08166625691456526,0.05290657652120471,-0.16137676705593115,0.03308174554394519,0.021014136447444952,-0.3720534726490473,-0.28599446834665027,0.00483466502765754,0.0333657037492276,0.03888998156115565,-0.0160282728948984,0.011308543331284567,0.026474492931776217,0.035735709895513175,0.02366625691456663,0.01564290104486779,0.32096803933620155,-0.03132759680393363,0.026933005531653297,0.5463411186232322,-0.037564843269821756,0.036508297480024536,0.025880762138905965,0.10291518131530424,-0.4073896742470819,0.07622249539029437,0.007125998770743318,0.0008666256914544459,0.05695943454209834,0.07966441303011688,0.06928457283343065,0.0492569145666873,-0.11307990165949597,0.004590657652120463,0.03307559926244549
std,0.0007010969661430691,0.009526679156812974,0.009131335495809604,0.009678187292402421,0.008929057099472672,0.014237669635777475,0.08050741704494295,0.0075266120369375635,1.6550162490321236,0.08149434535959002,0.0333015227222105,0.045983660024287415,0.0856234356839935,0.034384132342834085,0.023142962433309964,0.05248835849704936,0.025390845522148073,0.04233992974249471,0.02664056157267638,0.020650891707722326,0.03875114008576788,0.014585687489354668,0.03770397739602462,0.029979774499018463,0.038990658605597375,0.026201224440071787,1.4953232476205975,0.06139572694836512,0.3120610272809162,0.3326703265263755,0.019597520487330114,0.03033398220716724,0.1606527129770542,0.32585774874491846,0.022998375857041932,0.030433617052628294,0.020624465503521164,0.041339314575221234,0.03988489828830502,0.021287143811952992,0.04155890879114691,0.021522347113630255,0.03412596524644965,0.04067554047451494,0.05233409556857986,0.08105026949669983,0.05114701382149464,0.01460344845108896,0.04655147422754408,0.020650891707722326,0.03875114008576788,0.014585687489354668,0.032058290397197535,0.003008512957672142,0.17144981596935469,0.01451493955491177,0.013861482412005148,0.016070708664687582,0.02936179092153619,0.3309937361800018,0.3118908975375647,0.01960096549336978
min,-0.1,-0.0549999999999997,-0.0410000000000003,-0.0410000000000003,-0.041999999999998,-0.05,-0.9909999999999995,-0.0929999999999999,-26.361,-0.6430000000000007,-0.25,-0.421999999999997,-0.5109999999999957,-0.2909999999999968,0.1260000000000012,-0.1770000000000031,0.0410000000000003,-0.2550000000000025,0.0569999999999986,0.0,0.0,-0.4530000000000029,-0.0480000000000018,-0.0060000000000002,-0.100999999999999,-0.0009999999999994,-12.967000000000006,-0.3410000000000011,-1.5340000000000007,-2.8260000000000005,-0.0350000000000001,-0.1020000000000038,-2.0470000000000006,-3.3390000000000004,-0.0790000000000006,-0.0720000000000027,-0.0829999999999997,-0.1929999999999996,-0.2370000000000001,-0.2610000000000001,-0.145,-0.25,-0.1210000000000022,0.1820000000000003,-0.046,-0.032,0.266,-0.049,-0.024,0.0,0.0,-0.4530000000000029,-0.0150000000000005,-0.0010000000000012,-2.065000000000005,-0.0500000000000113,0.032,-0.0190000000000054,-0.0699999999999998,-2.76,-1.564,-0.0350000000000001
25%,-0.098,-0.0019999999999988,0.0019999999999988,-0.0030000000000001,-0.0010000000000012,-0.04,0.0510000000000019,0.004999999999999,0.06749999999999895,0.1090000000000017,-0.04,-0.19750000000000512,-0.1909999999999954,-0.0515000000000043,0.254999999999999,0.1219999999999998,0.1619999999999999,-0.0900000000000034,0.1404999999999976,0.01,0.0755,-0.4170000000000016,0.0300000000000011,0.0830000000000001,0.073999999999998,0.07550000000000029,-0.0180000000000006,0.0489999999999994,-0.2100000000000008,-0.2599999999999998,0.020999999999999,0.0009999999999905,-0.4420000000000001,-0.5530000000000008,-0.0120000000000004,0.012999999999991,0.0250000000000003,-0.04149999999999985,-0.016,0.0150000000000001,0.0070000000000001,0.012,-0.009999999999998,0.2940000000000005,-0.037,0.0039999999999999,0.516,-0.041,0.0139999999999999,0.01,0.0755,-0.4170000000000016,0.0490000000000065,0.004999999999999,-0.0890000000000057,0.046999999999997,0.0710000000000001,0.0589999999999975,0.0290000000000003,-0.2110000000000003,-0.2609999999999992,0.020999999999999
50%,-0.098,0.0030000000000001,0.0079999999999991,0.0030000000000001,0.0040000000000013,-0.036,0.0780000000000029,0.0069999999999996,0.1659999999999968,0.1810000000000009,-0.0229999999999996,-0.1670000000000016,-0.1580000000000012,-0.0300000000000011,0.2710000000000008,0.1519999999999974,0.1799999999999997,-0.0630000000000023,0.1589999999999989,0.021,0.108,-0.4080000000000012,0.0529999999999972,0.104,0.0949999999999988,0.0929999999999999,0.0060000000000002,0.0859999999999985,0.1020000000000003,-0.1649999999999991,0.0339999999999989,0.0180000000000006,-0.3719999999999999,-0.2469999999999999,0.0059999999999984,0.0319999999999964,0.0380000000000002,-0.0129999999999999,0.008,0.0249999999999999,0.0339999999999998,0.0219999999999997,0.0129999999999981,0.3249999999999993,-0.034,0.0139999999999999,0.5510000000000002,-0.039,0.0259999999999999,0.021,0.108,-0.4080000000000012,0.0830000000000126,0.0079999999999991,-0.007000000000005,0.0589999999999975,0.0790000000000001,0.0719999999999885,0.0510000000000001,-0.1129999999999995,0.0500000000000007,0.0339999999999989
75%,-0.097,0.0090000000000003,0.0130000000000016,0.0090000000000003,0.0100000000000015,-0.03,0.1000000000000085,0.0090000000000003,0.2530000000000001,0.2220000000000013,-0.0049999999999998,-0.1375000000000028,-0.0880000000000009,-0.0079999999999955,0.2850000000000001,0.1779999999999972,0.1950000000000002,-0.0379999999999967,0.1759999999999983,0.036,0.129,-0.3979999999999997,0.0820000000000007,0.12150000000000011,0.1210000000000022,0.1089999999999999,0.0300000000000011,0.11649999999999845,0.2759999999999998,-0.0719999999999991,0.0459999999999993,0.039999999999992,-0.298,-0.023499999999999348,0.0219999999999984,0.0519999999999925,0.0530000000000003,0.0130000000000003,0.03849999999999995,0.0369999999999999,0.0630000000000001,0.0350000000000001,0.0390000000000014,0.3499999999999996,-0.03,0.0284999999999999,0.5800000000000001,-0.037,0.043,0.036,0.129,-0.3979999999999997,0.100999999999999,0.0090000000000003,0.1119999999999947,0.066999999999993,0.0889999999999999,0.0799999999999983,0.0700000000000002,-0.0280000000000004,0.2300000000000004,0.0459999999999993
max,-0.092,0.0380000000000002,0.0420000000000015,0.0350000000000001,0.0360000000000013,0.187,0.362000000000009,0.0339999999999989,4.651000000000003,0.4430000000000014,0.4800000000000004,0.0,0.7190000000000012,0.1029999999999944,0.4370000000000011,0.3989999999999973,0.282,0.1030000000000015,0.2629999999999981,0.172,0.239,-0.3170000000000001,0.2469999999999999,0.2249999999999996,0.5970000000000013,0.1870000000000002,34.991,0.6549999999999976,4.109000000000002,7.402000000000001,0.2219999999999995,0.1469999999999913,1.0600000000000005,0.9429999999999996,0.0909999999999993,0.179000000000002,0.1160000000000001,0.1140000000000003,0.1739999999999999,0.08,0.185,0.0769999999999999,0.1240000000000023,0.6189999999999998,1.478,1.985,0.8839999999999986,0.275,0.6729999999999999,0.172,0.239,-0.3170000000000001,0.1900000000000119,0.0179999999999989,1.5889999999999986,0.1149999999999948,0.181,0.1569999999999964,0.141,7.414999999999999,4.082999999999998,0.2219999999999995
