,판정_평면1_평면도,판정_원1(I) <상>_D,판정_원2(I) <중>_D,판정_원3(I) <하>_D,"판정_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","판정_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",판정_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,판정_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,판정_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,판정_직선4 <27° 소재>_Y/X,판정_직선5 <7.5° 소재>_Y/X,판정_점3 <- 직선4와 직선5의 교차점 <소재>_X,판정_직선6 <35.9° 소재>_Y/X,판정_점4 <- 직선6와 직선5의 교차점 <소재>_X,판정_점4 <- 직선6와 직선5의 교차점 <소재>_Y,판정_직선7 <23.1°>_Y/X,판정_직선8 <6°>_Y/X,판정_점5 <- 직선8와 직선7의 교차점_X,판정_점5 <- 직선8와 직선7의 교차점_Y,판정_원4(E) <소재>_X,판정_원4(E) <소재>_Y,판정_원4(E) <소재>_D,판정_점6 <- 직선9와 직선10의 교차점 <소재>_X,판정_점6 <- 직선9와 직선10의 교차점 <소재>_Y,판정_점7 <- 직선10와 직선11의 교차점 <소재>_X,판정_점7 <- 직선10와 직선11의 교차점 <소재>_Y,판정_점8 <- 직선13와 직선12의 교차점 <소재>_X,판정_직선14 <23.1° 소재>_Y/X,판정_직선16 <우상 소재>_X/Y,판정_직선18 <좌상 소재>_X/Y,판정_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,판정_점13 <- 점11와 점12의 중점 <열전관리_상>_X,판정_직선19 <좌하 소재>_X/Y,판정_직선21 <우하 소재>_X/Y,판정_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,판정_점18 <- 점16와 점17의 중점 <열전관리_하>_X,판정_점19 <상>_Y,판정_점20 <하>_Y,판정_원5(I) <상부>_Y,판정_원5(I) <상부>_D,판정_원6(I) <하부>_Y,판정_원6(I) <하부>_D,판정_거리3 <- XYPLAN[PT]:원5와 원통1_DS,판정_평면2_Z,판정_평면2_평면도,판정_평면2_평행도,"판정_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","판정_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","판정_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",판정_원7(E) <- 원4의 되부름_X,판정_원7(E) <- 원4의 되부름_Y,판정_원7(E) <- 원4의 되부름_D,판정_점28 <- 점27의 되부름 <소재 원점>_X,판정_점28 <- 점27의 되부름 <소재 원점>_Y,판정_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,판정_점29 <- 점13의 되부름 <소재원점>_X,판정_점29 <- 점13의 되부름 <소재원점>_Y,판정_점30 <- 점18의 되부름 <소재원점>_X,판정_점30 <- 점18의 되부름 <소재원점>_Y,판정_직선25 <- 직선18의 되부름_X/Y,판정_직선26 <- 직선16의 되부름_X/Y,판정_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,품질상태
count,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
mean,0.0,-0.00044509803921568636,-0.00020392156862745098,-0.0005725490196078432,-0.0003254901960784313,0.0003019607843137255,0.0009627450980392157,0.0,-0.001315686274509804,0.0,0.0,0.0,-5.882352941176471e-06,0.0,0.001092156862745098,0.0,0.0,0.0,0.0,0.0,8.23529411764706e-05,0.0,0.0,0.0,0.0005823529411764706,0.0,-0.12310000000000001,0.0006313725490196078,0.00030784313725490186,-0.000507843137254902,0.00011372549019607842,-0.0019588235294117646,-0.008447058823529412,-0.0312,0.0,-0.0007568627450980392,1.3725490196078432e-05,-9.607843137254902e-05,2.941176470588235e-05,0.0,0.0006431372549019608,0.0,0.0,0.0001980392156862745,0.0028980392156862747,0.03131764705882353,0.5942333333333333,0.000635294117647059,0.03717843137254902,0.0,8.23529411764706e-05,0.0,0.0029686274509803925,0.0,-6.862745098039233e-05,0.0,0.0004647058823529412,3.9215686274509805e-05,0.00034509803921568626,0.00020784313725490182,-0.0006313725490196077,0.0,1.0
std,0.0,0.0017246409865850777,0.0014105915358693676,0.0019161272368936424,0.001482026321820142,0.003619283118678976,0.005383211214515314,0.0,0.07361606148034362,0.0,0.0,0.0,0.00013284223283101414,0.0,0.0075328577726444254,0.0,0.0,0.0,0.0,0.0,0.0017317905700539313,0.0,0.0,0.0,0.013151381050270396,0.0,1.2383671769832503,0.014258399657195468,0.016084420498268748,0.04201144639204637,0.0012826512951416389,0.0071305721731800935,0.05834357405720555,0.08108611445110726,0.0,0.004806235917460506,0.0003099652099390333,0.0013299424311090824,0.0006730262177966525,0.0,0.005246207532892388,0.0,0.0,0.0044723551719774764,0.06544694004141313,0.09425295710865458,0.0470902497078828,0.012273901321345803,0.03934085502073474,0.0,0.0017317905700539313,0.0,0.006943428157334261,0.0,0.019373517969262382,0.0,0.00212426559868512,0.0008856148855401021,0.002360139994972821,0.04034541354553212,0.016979977694720358,0.0,0.0
min,0.0,-0.017,-0.018,-0.016,-0.016,0.0,-0.06,0.0,-1.302,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.658,0.0,-0.299,-0.729,0.0,-0.069,-0.882,-1.122,0.0,-0.056,0.0,-0.021,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.233,0.0,0.0,0.0,0.0,-0.664,-0.365,0.0,1.0
25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,0.564,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.599,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.626,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
max,0.0,0.0,0.004,0.0,0.0,0.067,0.047,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.297,0.0,0.0,0.322,0.142,0.431,0.021,0.0,0.126,0.083,0.0,0.015,0.007,0.0,0.015,0.0,0.085,0.0,0.0,0.101,1.478,1.985,0.705,0.275,0.418,0.0,0.039,0.0,0.042,0.0,0.344,0.0,0.02,0.02,0.028,0.453,0.094,0.0,1.0
