파일명,component_0,component_1,component_2,component_3,component_4,component_5,component_6,품질상태
230312_일상검사_주_초_1-1-1_OK.csv,0.2382481539544306,0.5169208621177555,-0.5396852966342565,0.019318366048985486,-0.6254108487519506,-0.4062535875635758,-0.013635913655704296,1
230312_일상검사_주_초_1-2-1_OK.csv,-0.4766291058341323,-0.40464430221902803,0.30080070913253476,-0.26326745794705086,0.15059745372765135,0.0609730282868126,-0.001294709416565551,1
230312_일상검사_주_초_1-3-1_OK.csv,0.646193877748124,-0.09078617236216109,0.04652525045559872,-0.21597199474208895,-0.009732473115879613,0.03865834908233733,-0.1879921796733014,1
230312_일상검사_주_초_1-4-1_OK.csv,2.915066167502716,-0.09743345665642944,0.0004963548316563194,0.28471914184616753,0.14275409791143306,0.8417215787899258,-0.08744004471822313,1
230312_일상검사_주_초_1-5-1_OK.csv,-0.4833851541205073,-0.327796875823659,0.20662218512289637,-0.36295705739686024,0.16848612258626064,0.11288999976647301,-0.03371843235514725,1
230312_일상검사_주_초_1-6-1_OK.csv,-0.5012553015205395,-0.1910704663515645,0.06516570996749449,-0.29437572400220446,0.01895367599620617,0.021821994601058742,-0.019187756509327095,1
240112_일상검사_주_초_2-6-1_NG.csv,0.3450590906269658,-0.18040040601041338,0.3703846598629413,-0.39197460155222985,0.22228603943453132,0.13027017709833622,0.12013264727549854,0
240113_일상검사_야_초_1-1-1_OK.csv,-0.6920463034948822,1.1262628031935276,-1.1566384454279612,0.29687506460098867,-1.2025092988237764,-0.6983081834836891,-0.16425031495905415,1
240113_일상검사_야_초_1-2-1_OK.csv,-0.6584383694303136,0.8189521553714693,-1.0652500504910862,0.1458975817300066,-0.9193556274243823,-0.4915248342622843,-0.29478056291688187,1
240113_일상검사_야_초_1-3-1_OK.csv,-0.5794988968726511,-0.192716823778553,-0.4111836908041078,-0.13193668078703313,-0.1982915015906856,-0.048568605704503796,-0.5476897379265563,1
240113_일상검사_야_초_1-4-1_OK.csv,-0.5320357439309376,-0.006403556504812238,-0.45590654674857156,0.31228738873779427,-0.2543744902001899,0.5871997358063965,-0.14252305937401982,1
240113_일상검사_야_초_1-5-1_OK.csv,-0.5534566238964428,-0.05751660155770487,-0.24792744709682937,-0.1707300070393709,-0.18491207668662707,-0.07360497790088393,-0.26205036235143286,1
240113_일상검사_야_초_1-6-1_NG.csv,-0.5525838690431533,0.23013899688697081,-0.827413384325693,-0.1656931396174951,-0.34590814605842113,-0.0927452375657733,-0.2875030747879482,0
240113_일상검사_야_초_2-1-1_NG.csv,-0.5927193691918643,0.37536426012663593,-1.342824179726644,-0.19354664009807057,-0.4583598901140964,-0.0707499312021342,-0.612188992713928,0
240113_일상검사_야_초_2-2-1_NG.csv,-0.7206340455661712,1.4332719193000432,-2.3306607092820086,0.30529035549461664,-1.5069160434924043,-0.7126303074779232,-0.5996392527280402,0
240113_일상검사_야_초_2-3-1_OK.csv,-0.5705665764378847,-0.008538736064080177,-0.37426657707676336,-0.11944806219687072,-0.27947683824247177,-0.12311741314874514,-0.3224167625980519,1
240113_일상검사_야_초_2-4-1_NG.csv,-0.5823508305881275,0.200421805920877,-2.021209194139062,-0.4583046407831406,-0.15244208145386554,0.31022957743506197,-1.2539543353159228,0
240113_일상검사_야_초_2-5-1_NG.csv,-0.5921495625306329,0.08240707728145338,-1.4372117657026182,-0.2776285954341252,-0.2588591539969034,0.1081972092272613,-0.968616681541388,0
240113_일상검사_야_초_2-6-1_NG.csv,-0.6033661849301876,0.7122830823178705,-2.038379494057637,-0.27028444158079357,-0.5659372903671768,-0.019647339166973615,-0.7975457397946762,0
240113_일상검사_주_초_1-1-1_NG.csv,-0.47192732729228626,-0.20534096639520769,-0.8429877904183607,-0.6316739486178169,0.2959587395533246,0.42366355240372033,-0.5522198013265971,0
240113_일상검사_주_초_1-2-1_OK.csv,-0.48164578051659795,-0.35683805840303784,-0.08221059729280757,-0.40466292575585605,0.1636323285302455,0.1651019751669051,-0.16586268813343583,1
240113_일상검사_주_초_1-3-1_OK.csv,-0.478163090703235,-0.42738104799215076,0.2066833967006826,-0.4280093678531046,0.2309959255903156,0.07809663742211581,1.68974539666485,1
240113_일상검사_주_초_1-4-1_NG.csv,-0.47046680989678324,-0.05790432977178641,-0.597056179258192,0.07372193215578948,-0.017041186913509605,0.798554595144629,-0.061945320791426534,0
240113_일상검사_주_초_1-5-1_OK.csv,-0.4813331590678449,-0.3419702277538259,0.1545519407400829,-0.34158149584693576,0.11213644785505526,0.07599243675714143,0.00875568869041174,1
240113_일상검사_주_초_1-6-1_OK.csv,-0.5009775730442569,-0.1787458461850273,0.01645826253511227,-0.2719366812063985,-0.03983010232035484,-0.017160627080319027,0.024621418510406834,1
240113_일상검사_주_초_2-1-1_OK.csv,-0.3888056856953954,-0.1132384131540348,0.21971934042978813,-0.26794461313038065,-0.0679688828999176,-0.10899128254274637,0.8732393250031766,1
240113_일상검사_주_초_2-2-1_NG.csv,-0.5648600668291093,0.05885714198231209,-0.5885230981003116,-0.3883218078222962,-0.182375970657572,0.007110571305277263,-0.40018428057659705,0
240113_일상검사_주_초_2-3-1_OK.csv,-0.4502162618031566,-0.2658906464087225,0.3240949566710001,-0.38804275571540214,0.14151081642957078,0.061410338130270435,0.2945452836773785,1
240113_일상검사_주_초_2-4-1_OK.csv,-0.44639829211453996,-0.38078538126756045,0.510476362298115,-0.8680586692769758,0.34094758878999887,-0.5690503471957868,0.24720355553900378,1
