파일명,component_0,component_1,component_2,component_3,품질상태
230312_일상검사_주_초_1-1-1_OK.csv,0.2381928021140391,0.5170971597931873,-0.538719296554102,0.020606203329762512,1
230312_일상검사_주_초_1-2-1_OK.csv,-0.4766130007065412,-0.40463618467295226,0.3007855945624677,-0.26275603303738876,1
230312_일상검사_주_초_1-3-1_OK.csv,0.6461147689999095,-0.09062303905243743,0.04745166337618961,-0.21514356678907662,1
230312_일상검사_주_초_1-4-1_OK.csv,2.9149843970229714,-0.09742868229776279,0.0011383730040853898,0.2865954868900715,1
230312_일상검사_주_초_1-5-1_OK.csv,-0.48336837386656883,-0.32777640078493314,0.20663664620019612,-0.36224604311379915,1
230312_일상검사_주_초_1-6-1_OK.csv,-0.5012410250859306,-0.19103849535198314,0.06525016647663293,-0.29355897285070176,1
240112_일상검사_주_초_2-6-1_NG.csv,0.3450707122742034,-0.18039863895639208,0.37039706835730596,-0.39144334801720704,0
240113_일상검사_야_초_1-1-1_OK.csv,-0.6920981527668577,1.1264885187166513,-1.1554616634123271,0.2988904679744412,1
240113_일상검사_야_초_1-2-1_OK.csv,-0.6585247066312864,0.8192058732498804,-1.063949802789526,0.147315872916177,1
240113_일상검사_야_초_1-3-1_OK.csv,-0.5795991579280757,-0.19243510201068104,-0.4098114898368153,-0.1302584438626782,1
240113_일상검사_야_초_1-4-1_OK.csv,-0.5320558428034341,-0.006409159528030117,-0.45562548912592965,0.31444224748723554,1
240113_일상검사_야_초_1-5-1_OK.csv,-0.5534976718976452,-0.057359312202580254,-0.247187745883708,-0.16943148097263674,1
240113_일상검사_야_초_1-6-1_NG.csv,-0.5530556178458794,0.23096386070235153,-0.822722984188182,-0.16601631418521975,0
240113_일상검사_야_초_2-1-1_NG.csv,-0.5929361488589475,0.3757201864089005,-1.341024665093583,-0.1946152149327976,0
240113_일상검사_야_초_2-2-1_NG.csv,-0.7208603544516878,1.4337176462900265,-2.328404166200677,0.30484650694013343,0
240113_일상검사_야_초_2-3-1_OK.csv,-0.5706235516320592,-0.008344192109582246,-0.37333052063781996,-0.11799288914302176,1
240113_일상검사_야_초_2-4-1_NG.csv,-0.5827887189423173,0.20103631259357813,-2.018080512834946,-0.4620169903968048,0
240113_일상검사_야_초_2-5-1_NG.csv,-0.5924509414192498,0.08289767387583585,-1.4347346007981816,-0.27896609560220587,0
240113_일상검사_야_초_2-6-1_NG.csv,-0.6037020338168406,0.7127457012176124,-2.0359972261662196,-0.2734985523249257,0
240113_일상검사_주_초_1-1-1_NG.csv,-0.47214872496447324,-0.20508648521249048,-0.841748458004549,-0.634751914171895,0
240113_일상검사_주_초_1-2-1_OK.csv,-0.48168816230578115,-0.3567514076864494,-0.08185265426556396,-0.40473145118406495,1
240113_일상검사_주_초_1-3-1_OK.csv,-0.47868231847698306,-0.42652918678703333,0.21166553453740727,-0.42655258941843,1
240113_일상검사_주_초_1-4-1_NG.csv,-0.47052417105539146,-0.05795695142351578,-0.5970158867615445,0.07366636336559629,0
240113_일상검사_주_초_1-5-1_OK.csv,-0.4813118717404229,-0.34195790518143143,0.15452591632499574,-0.34087701465952447,1
240113_일상검사_주_초_1-6-1_OK.csv,-0.5009580011740695,-0.1787232721822333,0.01649708922122886,-0.27112654053397534,1
240113_일상검사_주_초_2-1-1_OK.csv,-0.38966194244021823,-0.11178184930602462,0.2285373116994595,-0.26845785870329986,1
240113_일상검사_주_초_2-2-1_NG.csv,-0.5637278507205723,0.05691969848324438,-0.6002403464799265,-0.388548782336335,0
240113_일상검사_주_초_2-3-1_OK.csv,-0.4501362977292306,-0.26600288326299626,0.32343266262626347,-0.3877307657263461,1
240113_일상검사_주_초_2-4-1_OK.csv,-0.4463712515833859,-0.3809488034074935,0.5102047633362128,-0.8675570172215286,1
240113_일상검사_주_초_2-5-1_OK.csv,-0.4561116172950559,-0.14696083002510102,0.28199618443519553,-0.34822439785296744,1
240113_일상검사_주_초_2-6-1_NG.csv,-0.5782453746430737,-0.37875224859417467,0.5571709307928263,-2.8904362012633142,0
240115_일상검사_주_초_2-3-1_OK.csv,-0.46691000597359933,-0.3467628756442334,0.3659320285889262,-0.42429831414470254,1
240115_일상검사_주_초_2-4-1_OK.csv,-0.45890686761413046,-0.2981974160361437,0.3253548723126326,-0.39694606699203305,1
240116_일상검사_야_중_1-1-1_NG.csv,0.6075808529771828,0.026110949230063452,-0.8037235278524287,-0.4074234918341104,0
240116_일상검사_야_중_1-2-1_NG.csv,0.6326551327676979,-0.2517386433926005,-0.11645407174933392,-0.1840173079432617,0
240116_일상검사_야_중_1-2-1_OK.csv,-0.4543095142941945,-0.04074995546531496,-0.1215342572469692,-0.4424927492155136,1
240116_일상검사_야_중_1-3-1_NG.csv,6.440706416640182,0.3997158900351503,-1.1724131619782707,-0.3172409679082995,0
240116_일상검사_야_중_1-4-1_NG.csv,2.1619425964669645,0.022311669012681803,-0.4411835158209373,-0.2625842926226218,0
240116_일상검사_야_중_1-4-1_OK.csv,-0.4664293352884294,-0.36369871078547006,0.4977603224911419,-0.2633305789764018,1
240116_일상검사_야_중_1-5-1_NG.csv,-0.15101039774176192,-0.35720825414341173,0.01918790711757995,-0.41687977082485417,0
240116_일상검사_야_중_1-6-1_NG.csv,-0.4472322027446454,-0.18835819764771908,-0.6848229781240026,-0.6330046321681687,0
240116_일상검사_야_중_2-1-1_OK.csv,0.023059016224108858,-0.2730391793868223,0.27386656184857894,-0.35918120273451704,1
