파일명,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,품질상태
230312_일상검사_주_초_1-1-1_OK.csv,6.084868848065623,-1.0053844763958513,2.5754645005182883,-4.0623465882215655,0.48979336780704263,-2.7951035992749924,4.56805368298579,-2.694504847997152,1.022282584648862,-0.4147342345180474,-0.3466432246949344,-1.3179524897004287,-0.3372687773221561,-2.1768923652342367,-0.5235621023736183,-1.147890356270829,1.0191198858627506,-0.07665283598826517,-1.2965492651005917,-1.6180234651507932,0.32047092170643776,0.8245417473641441,0.0034397507606403477,-1.0394222689716641,0.6647062822279237,0.17655886130984078,1
230312_일상검사_주_초_1-2-1_OK.csv,7.804877069171994,4.216031388322646,-1.48601814875615,-3.713306262615977,-0.006224847509402054,-1.4587410799467884,1.5357140544367536,-0.7365215579799697,-0.402459391218555,-0.963990891356704,-0.26570465433784307,1.4073348641477286,0.38897886334423903,1.1755023972176433,-2.5264944073846083,0.14293762029919888,-0.6405313935468742,-0.575483946575724,0.9222819101977111,-0.2860141469584556,1.8093603096394313,-0.1862932095684847,-1.0271130668314088,0.18863759736025976,0.8118748429834217,0.8725905459282959,1
230312_일상검사_주_초_1-3-1_OK.csv,7.45011586121181,4.796968036072898,2.49994332405214,-2.6523716503273134,1.6716903589959058,-3.2920193470587336,0.3870372605624374,-1.9530657452064628,-0.23967128569290969,0.5946251057500035,-0.7278327918287157,1.0797586998734912,-1.175211646596404,2.4397786836030058,-0.313654706195985,-1.4981250267722024,-0.5831075774345582,1.4811178054111391,1.9150535662350765,0.5011486956254314,-1.3819137764694187,-0.18497981034555594,-1.202480898055676,2.7889156538347653,-1.542558185418678,0.5561601647324417,1
230312_일상검사_주_초_1-4-1_OK.csv,6.271481992595371,5.350716108874748,-0.8614372980964817,-0.30044056978404254,-0.9758141121399555,-4.289280796832211,0.5594679600379179,0.10168074011620765,-0.22035823866948034,-0.5173824665026574,1.4373102553067798,2.440045798798224,-0.49285221090209064,0.03403724249198159,-1.6247194646454122,-0.12373217037694173,0.11681441986010871,-1.3081212520840306,1.6549079651918228,-0.3343026495198451,0.8086228911936103,-0.18919440422488404,-1.1522483429740888,0.7373636108788318,-0.12157187360042296,0.8339254349503573,1
230312_일상검사_주_초_1-5-1_OK.csv,5.977462290457713,4.9351549422431775,4.4027997338526585,-2.9498134302896064,1.668278152047244,-1.9048149580927758,-1.3715739371024198,-2.6356019038703784,0.219362855712626,0.5162921262673361,0.5840165548889636,-1.2342592824694938,0.9509328835043134,0.30874942854123055,-1.0432614707711747,-0.7998430471165198,0.6296991984331023,0.3196781784866709,-0.42296767266938007,-2.3022217885292457,0.8419105353079874,0.10858292644546774,-0.24675618865919902,1.079802569094667,-0.5814938645142788,0.3632587403820491,1
230312_일상검사_주_초_1-6-1_OK.csv,5.568849302888957,3.0330465628892584,0.6239377161234397,-2.7775070414575374,-0.7052962075884142,-2.065368675576296,3.2814016254594907,-4.09797471196141,0.4107128220484901,-1.041107449208129,-0.2531582751819611,-0.6296521850979764,-1.1322353708164614,0.4705194911859766,-0.2532070375123771,-0.5412348202038255,-0.66326166234342,0.9924605781367556,-2.4698538967252963,-0.41100644995401636,1.4872433004134353,0.6955845596153823,-0.6754614755353997,0.9302345111167001,0.875968778374562,-0.7071384364791315,1
240112_일상검사_주_초_2-6-1_NG.csv,-2.470210184442401,3.6953609058127097,-5.665415660956253,1.9001122016688405,-6.164189135634248,0.16307569067743644,0.38993947255587114,-3.937382914114893,3.470860400494649,0.3538383947136291,1.122277881442126,-1.807695514650892,0.33734779017621586,-2.6441328055023554,-0.9770384901539355,0.49850519141654037,0.9524401641273329,-2.2519449486513143,0.8220491609607357,-2.0175598869962665,1.325454942957769,1.0558128799030155,-0.18896151100112396,-1.3768121144920629,-0.7060240439412269,-1.804434002681484,0
240113_일상검사_야_초_1-1-1_OK.csv,-3.542710368763304,4.904248288703568,-1.705362293576221,2.9389805858893583,-3.7516503230601397,1.3365206730032746,6.1880760622101345,4.572414960937276,1.5163856196188723,-1.853677320657258,-2.212886042606444,-2.285760440829054,0.11902400011373454,-2.7507123153545656,-0.03999957579614133,-0.035911399495486274,-0.631120790242952,-0.3746394289902251,1.413003941887399,0.3210532492195479,-0.5717162344961513,0.9658542016018914,-1.0105704851722952,-0.35160329064031465,0.003884005859818629,0.45097165551347007,1
240113_일상검사_야_초_1-2-1_OK.csv,-2.099552793205187,9.413151878630229,-2.0108042554285257,4.333566114345395,-1.6447107671464074,0.6055957321008352,5.626292756320424,3.9063427463921614,0.28789565444532994,-1.1041593189129049,-2.222451942697858,-3.1948223885835794,-0.4000766810628826,-1.532150614411631,-0.36260640104913744,-0.2363915983220357,-0.2632369070537426,-0.3716655446595421,0.6670953344512578,0.361024758549236,-1.7455482084455551,1.380399381712592,-0.1249295194980121,0.2775044076192861,0.8557553751786346,0.7679494600240675,1
240113_일상검사_야_초_1-3-1_OK.csv,-1.8040123904711658,6.134244135682394,-0.7132710155263222,1.5684124566359925,-2.737294704340112,0.4442355163439354,2.544698772363113,4.286738245355473,-1.106031484259573,-1.9728343664508718,0.7761174746717527,-2.0336190396064793,0.11628280632948285,-0.19277602449142567,1.3659634518225032,0.21869827766478078,0.718744422282828,0.2811927596511042,1.9119344241535208,-0.3212962821903382,-0.9033780732604385,1.2170777470994762,-0.9410154410414884,0.3916124996195384,0.1324786385711333,0.7345380337493725,1
