,index,파일명,판정_평면1_평면도,판정_원1(I) <상>_D,판정_원2(I) <중>_D,판정_원3(I) <하>_D,"판정_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","판정_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",판정_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,판정_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,판정_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,판정_직선7 <23.1°>_Y/X,판정_직선8 <6°>_Y/X,판정_점5 <- 직선8와 직선7의 교차점_X,판정_점5 <- 직선8와 직선7의 교차점_Y,판정_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,판정_점13 <- 점11와 점12의 중점 <열전관리_상>_X,판정_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,판정_점18 <- 점16와 점17의 중점 <열전관리_하>_X,판정_점19 <상>_Y,판정_점20 <하>_Y,판정_원5(I) <상부>_Y,판정_원5(I) <상부>_D,판정_원6(I) <하부>_Y,판정_원6(I) <하부>_D,판정_거리3 <- XYPLAN[PT]:원5와 원통1_DS,판정_평면2_Z,판정_평면2_평면도,판정_평면2_평행도,"판정_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","판정_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","판정_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",판정_원7(E) <- 원4의 되부름_X,판정_원7(E) <- 원4의 되부름_Y,판정_원7(E) <- 원4의 되부름_D,판정_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,판정_직선25 <- 직선18의 되부름_X/Y,판정_직선26 <- 직선16의 되부름_X/Y,품질상태
33,0,240116_일상검사_야_중_1-1-1_NG.txt,0.0,0.0,0.0,-0.007,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.603,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0
34,0,240116_일상검사_야_중_1-2-1_NG.txt,0.0,0.0,0.0,-0.007,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.004,0.597,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0,240116_일상검사_야_중_1-2-1_OK.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.565,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,1
36,0,240116_일상검사_야_중_1-3-1_NG.txt,0.0,-0.015,0.0,-0.018,-0.008,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.6,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0
37,0,240116_일상검사_야_중_1-4-1_NG.txt,0.0,0.0,0.0,-0.013,-0.003,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.597,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0
38,0,240116_일상검사_야_중_1-4-1_OK.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.585,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,1
39,0,240116_일상검사_야_중_1-5-1_NG.txt,0.0,0.0,0.0,-0.002,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0
40,0,240116_일상검사_야_중_1-6-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0,240116_일상검사_야_중_2-1-1_OK.txt,0.0,-0.002,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.584,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1
42,0,240116_일상검사_야_중_2-2-1_OK.txt,0.0,0.0,0.0,-0.007,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,1
43,0,240116_일상검사_야_중_2-3-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.583,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0
44,0,240116_일상검사_야_중_2-4-1_NG.txt,0.0,0.0,0.0,-0.001,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.578,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
45,0,240116_일상검사_야_중_2-5-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.566,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0,240116_일상검사_야_중_2-6-1_NG.txt,0.0,0.0,0.0,-0.002,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.627,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0,240116_일상검사_야_초_1-1-1_NG.txt,0.0,0.0,0.0,-0.004,-0.001,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.596,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0
48,0,240116_일상검사_야_초_1-2-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.631,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0,240116_일상검사_야_초_1-3-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.608,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0
50,0,240116_일상검사_야_초_1-4-1_OK.txt,0.0,0.0,0.0,-0.005,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.027,0.576,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,1
51,0,240116_일상검사_야_초_1-5-1_OK.txt,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.577,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,1
52,0,240116_일상검사_야_초_1-6-1_OK.txt,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.618,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,1
53,0,240116_일상검사_야_초_2-1-1_OK.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.666,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,1
54,0,240116_일상검사_야_초_2-2-1_OK.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.642,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,1
55,0,240116_일상검사_야_초_2-3-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.632,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0
56,0,240116_일상검사_야_초_2-4-1_NG.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.643,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0
