,측정값_평면1_평면도,측정값_원1(I) <상>_D,측정값_원2(I) <중>_D,측정값_원3(I) <하>_D,"측정값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","측정값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",측정값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,측정값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,측정값_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,측정값_직선4 <27° 소재>_Y/X,측정값_직선5 <7.5° 소재>_Y/X,측정값_점3 <- 직선4와 직선5의 교차점 <소재>_X,측정값_직선6 <35.9° 소재>_Y/X,측정값_점4 <- 직선6와 직선5의 교차점 <소재>_X,측정값_점4 <- 직선6와 직선5의 교차점 <소재>_Y,측정값_직선7 <23.1°>_Y/X,측정값_직선8 <6°>_Y/X,측정값_점5 <- 직선8와 직선7의 교차점_X,측정값_점5 <- 직선8와 직선7의 교차점_Y,측정값_원4(E) <소재>_X,측정값_원4(E) <소재>_Y,측정값_원4(E) <소재>_D,측정값_점6 <- 직선9와 직선10의 교차점 <소재>_X,측정값_점6 <- 직선9와 직선10의 교차점 <소재>_Y,측정값_점7 <- 직선10와 직선11의 교차점 <소재>_X,측정값_점7 <- 직선10와 직선11의 교차점 <소재>_Y,측정값_점8 <- 직선13와 직선12의 교차점 <소재>_X,측정값_직선14 <23.1° 소재>_Y/X,측정값_직선16 <우상 소재>_X/Y,측정값_직선18 <좌상 소재>_X/Y,측정값_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,측정값_점13 <- 점11와 점12의 중점 <열전관리_상>_X,측정값_직선19 <좌하 소재>_X/Y,측정값_직선21 <우하 소재>_X/Y,측정값_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,측정값_점18 <- 점16와 점17의 중점 <열전관리_하>_X,측정값_점19 <상>_Y,측정값_점20 <하>_Y,측정값_원5(I) <상부>_Y,측정값_원5(I) <상부>_D,측정값_원6(I) <하부>_Y,측정값_원6(I) <하부>_D,측정값_거리3 <- XYPLAN[PT]:원5와 원통1_DS,측정값_평면2_Z,측정값_평면2_평면도,측정값_평면2_평행도,"측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",측정값_원7(E) <- 원4의 되부름_X,측정값_원7(E) <- 원4의 되부름_Y,측정값_원7(E) <- 원4의 되부름_D,측정값_점28 <- 점27의 되부름 <소재 원점>_X,측정값_점28 <- 점27의 되부름 <소재 원점>_Y,측정값_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,측정값_점29 <- 점13의 되부름 <소재원점>_X,측정값_점29 <- 점13의 되부름 <소재원점>_Y,측정값_점30 <- 점18의 되부름 <소재원점>_X,측정값_점30 <- 점18의 되부름 <소재원점>_Y,측정값_직선25 <- 직선18의 되부름_X/Y,측정값_직선26 <- 직선16의 되부름_X/Y,측정값_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,품질상태
count,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0
mean,0.0022127659574468087,16.48852659574468,16.492223404255316,16.48871808510638,16.48972872340425,0.021925531914893617,116.70824999999999,-10.91009574468085,57.20727127659575,27.198127659574467,7.480106382978724,110.06596276595744,35.72721808510639,87.99585106382979,-24.27643617021277,-23.240941489361706,-6.183590425531915,47.95893085106382,-16.26285106382979,0.030638297872340424,0.10687765957446808,25.692138297872336,44.17831914893617,6.605127659574468,54.12117021276596,5.200271276595745,74.62018085106382,-23.19237234042553,14.355622340425532,-14.352154255319148,10.333994680851063,72.91583510638297,-14.170611702127662,13.958430851063827,10.309090425531915,72.92347872340426,-2.3302659574468083,-2.2841808510638297,2.005255319148936,3.5273670212765955,2.035808510638298,3.5228936170212757,46.51503723404256,12.323632978723403,0.017265957446808512,0.08054787234042554,12.36136170212766,0.011659574468085108,0.09877659574468085,0.030638297872340424,0.10687765957446808,25.692138297872336,116.68251063829786,-10.90772340425532,57.08378191489362,72.93181914893617,-2.379904255319149,72.93949468085107,-2.3533244680851064,-14.404606382978725,14.303186170212767,10.333989361702127,0.0
std,0.0005247324844387671,0.008675020079274096,0.008729633906136574,0.008908944766263383,0.008322113089596057,0.020327657911971598,0.04263608285827032,0.00401619488665813,0.18581862764295265,0.06357432536669216,0.02761518147341713,0.049462498048159956,0.0630574841093102,0.04016901656638249,0.021801024609507332,0.04795019454734488,0.020949833479352687,0.048760689274487776,0.025739525130476452,0.040960487302788784,0.03770574121664134,0.011922746932375767,0.042486666739210345,0.028490071088764425,0.0441181297808006,0.022649758872253237,2.549851756046454,0.048884997434512203,0.24502910649073553,0.15013018462233574,0.014946785228525048,0.040670969313607766,0.14229671970874103,0.2624851826840586,0.02063892055145288,0.04189577818083364,0.017005614380808713,0.04022263251102218,0.04433415558273887,0.015396658351926957,0.04707435842684798,0.01826423294389922,0.03378136208612869,0.037764233108984316,0.00409558398391518,0.05594375370259449,0.05543370103034346,0.0034534434229777484,0.05831734210754216,0.040960487302788784,0.03770574121664134,0.011922746932375767,0.024584349911130964,0.002325879767167584,0.14986910614263593,0.01339723234723858,0.010610830053098857,0.013331839313078474,0.027019621256979768,0.14588122178036003,0.23932939380317553,0.014950896226852792,0.0
min,0.0,16.454,16.461,16.453,16.459,0.002,116.571,-10.92,55.232,26.996,7.4,109.891,35.569,87.89,-24.333,-23.399,-6.241,47.805,-16.322,-0.072,0.004,25.656,44.063,6.523,53.944,5.145,74.331,-23.32,13.853,-14.714,10.293,72.802,-14.839,12.239,10.228,72.811,-2.387,-2.375,1.888,3.484,1.901,3.435,46.445,12.214,0.007,0.028,12.193,0.006,0.043,-0.072,0.004,25.656,116.588,-10.911,55.59,72.882,-2.409,72.906,-2.435,-14.756,13.83,10.293,0.0
25%,0.002,16.48575,16.488,16.48475,16.48675,0.011,116.6865,-10.913,57.1675,27.17975,7.463,110.049,35.6915,87.97874999999999,-24.289250000000003,-23.26425,-6.197,47.927499999999995,-16.281,0.009,0.083,25.684,44.151,6.58575,54.097,5.184,74.4125,-23.218,14.21875,-14.435500000000001,10.32675,72.90025,-14.23125,13.82425,10.30075,72.907,-2.341,-2.308,1.97475,3.516,2.0045,3.513,46.491749999999996,12.301,0.014,0.056,12.33175,0.01,0.072,0.009,0.083,25.684,116.67675,-10.909,57.05675,72.923,-2.387,72.93,-2.369,-14.4855,14.16575,10.32675,0.0
50%,0.002,16.489,16.493,16.489,16.49,0.0175,116.7185,-10.911,57.2335,27.207,7.479,110.079,35.713,88.005,-24.278,-23.25,-6.184,47.97,-16.263,0.037,0.109,25.692500000000003,44.185,6.605,54.129,5.201,74.4455,-23.192500000000003,14.292,-14.37,10.3345,72.923,-14.168,13.914,10.312,72.931,-2.329,-2.286,2.002,3.5265,2.0275,3.521,46.5065,12.324,0.017,0.066,12.3585,0.011,0.085,0.037,0.109,25.692500000000003,116.69,-10.908,57.096999999999994,72.935,-2.379,72.9405,-2.355,-14.4175,14.243,10.3345,0.0
75%,0.003,16.493,16.497,16.495,16.495,0.02425,116.735,-10.908,57.28925,27.233,7.49325,110.09625,35.743,88.022,-24.26775,-23.225,-6.171,47.988,-16.248,0.05525,0.132,25.7,44.20425,6.623,54.14925,5.21525,74.46324999999999,-23.171,14.44675,-14.267,10.343,72.944,-14.10625,14.04625,10.322,72.95,-2.32,-2.26675,2.0375,3.534,2.069,3.532,46.5355,12.35325,0.02,0.08025,12.389,0.013,0.099,0.05525,0.132,25.7,116.7,-10.907,57.13525,72.941,-2.373,72.948,-2.34175,-14.333,14.3895,10.343,0.0
max,0.003,16.508,16.511,16.508,16.509,0.142,116.816,-10.897,57.408,27.427,7.596,110.2,35.975,88.103,-24.199,-22.94,-6.115,48.071,-16.181,0.172,0.21,25.728,44.347,6.688,54.231,5.264,109.391,-22.884,15.662,-13.539,10.393,73.017,-13.483,14.835,10.363,73.049,-2.289,-2.107,2.141,3.58,2.183,3.566,46.622,12.412,0.031,0.403,12.56,0.044,0.438,0.172,0.21,25.728,116.722,-10.899,57.575,72.959,-2.344,73.008,-2.258,-13.573,15.584,10.393,0.0
