,편차_평면1_평면도,편차_원1(I) <상>_D,편차_원2(I) <중>_D,편차_원3(I) <하>_D,"편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,편차_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,편차_직선4 <27° 소재>_Y/X,편차_직선5 <7.5° 소재>_Y/X,편차_점3 <- 직선4와 직선5의 교차점 <소재>_X,편차_직선6 <35.9° 소재>_Y/X,편차_점4 <- 직선6와 직선5의 교차점 <소재>_X,편차_점4 <- 직선6와 직선5의 교차점 <소재>_Y,편차_직선7 <23.1°>_Y/X,편차_직선8 <6°>_Y/X,편차_점5 <- 직선8와 직선7의 교차점_X,편차_점5 <- 직선8와 직선7의 교차점_Y,편차_원4(E) <소재>_X,편차_원4(E) <소재>_Y,편차_원4(E) <소재>_D,편차_점6 <- 직선9와 직선10의 교차점 <소재>_X,편차_점6 <- 직선9와 직선10의 교차점 <소재>_Y,편차_점7 <- 직선10와 직선11의 교차점 <소재>_X,편차_점7 <- 직선10와 직선11의 교차점 <소재>_Y,편차_점8 <- 직선13와 직선12의 교차점 <소재>_X,편차_직선14 <23.1° 소재>_Y/X,편차_직선16 <우상 소재>_X/Y,편차_직선18 <좌상 소재>_X/Y,편차_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,편차_점13 <- 점11와 점12의 중점 <열전관리_상>_X,편차_직선19 <좌하 소재>_X/Y,편차_직선21 <우하 소재>_X/Y,편차_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,편차_점18 <- 점16와 점17의 중점 <열전관리_하>_X,편차_점19 <상>_Y,편차_점20 <하>_Y,편차_원5(I) <상부>_Y,편차_원5(I) <상부>_D,편차_원6(I) <하부>_Y,편차_원6(I) <하부>_D,편차_거리3 <- XYPLAN[PT]:원5와 원통1_DS,편차_평면2_Z,편차_평면2_평면도,편차_평면2_평행도,"편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",편차_원7(E) <- 원4의 되부름_X,편차_원7(E) <- 원4의 되부름_Y,편차_원7(E) <- 원4의 되부름_D,편차_점28 <- 점27의 되부름 <소재 원점>_X,편차_점28 <- 점27의 되부름 <소재 원점>_Y,편차_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,편차_점29 <- 점13의 되부름 <소재원점>_X,편차_점29 <- 점13의 되부름 <소재원점>_Y,편차_점30 <- 점18의 되부름 <소재원점>_X,편차_점30 <- 점18의 되부름 <소재원점>_Y,편차_직선25 <- 직선18의 되부름_X/Y,편차_직선26 <- 직선16의 되부름_X/Y,편차_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS
count,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0
mean,-0.09778723404255317,0.0036861702127663405,0.007382978723404647,0.003877659574468557,0.004888297872340704,-0.028074468085106385,0.10825000000000548,0.010095744680850694,0.20727127659574435,0.19812765957446818,-0.0198936170212766,-0.13403723404255669,-0.1727819148936158,-0.004148936170212862,0.276436170212766,0.14094148936170076,0.1835904255319149,-0.04106914893617005,0.16285106382978573,0.04376595744680852,0.10687765957446808,-0.40786170212766093,0.07831914893616898,0.10512765957446807,0.12117021276595769,0.10027127659574497,0.22018085106382324,0.09237234042553062,-0.14437765957446802,-0.14784574468085104,0.03399468085106305,0.045835106382974104,-0.3293882978723405,-0.5415691489361701,0.009090425531914198,0.053478723404250764,0.030265957446808663,-0.01581914893617002,0.005255319148936178,0.027367021276595675,0.03580851063829783,0.02289361702127653,0.015037234042552867,0.32363297872340435,-0.03273404255319149,0.030547872340425476,0.5613617021276588,-0.038340425531914885,0.0487765957446808,0.04376595744680852,0.10687765957446808,-0.40786170212766093,0.08251063829787768,0.007723404255318818,-0.03721808510638534,0.06181914893616632,0.07990425531914905,0.06949468085105893,0.053324468085106526,-0.09539361702127658,-0.19681382978723408,0.03398936170212687
std,0.0005247324844387686,0.008620484260797454,0.008631624955275164,0.008779590506759234,0.008222394831581109,0.02032765791197159,0.04263608285827033,0.004016194886658127,0.18581862764295265,0.06357432536669216,0.027615181473417114,0.04946249804815996,0.06305748410931021,0.04016901656638244,0.021801024609507343,0.04795019454734488,0.02094983347935268,0.04876068927448774,0.02573952513047646,0.026377727410762074,0.03770574121664134,0.011922746932375761,0.04248666673921034,0.028490071088764425,0.0441181297808006,0.022649758872253234,2.5498517560464538,0.04888499743451221,0.2450291064907355,0.1501301846223358,0.014946785228525042,0.04067096931360775,0.14229671970874108,0.2624851826840585,0.020638920551452854,0.041895778180833614,0.01700561438080869,0.040222632511022156,0.04433415558273886,0.01539665835192696,0.04707435842684794,0.018264232943899207,0.033781362086128655,0.0377642331089843,0.004095583983915179,0.05594375370259449,0.05543370103034343,0.003453443422977748,0.058317342107542164,0.026377727410762074,0.03770574121664134,0.011922746932375761,0.02458434991113096,0.002325879767167586,0.14986910614263596,0.013397232347238582,0.010610830053098853,0.01333183931307848,0.02701962125697975,0.1458812217803601,0.2393293938031755,0.014950896226852785
min,-0.1,-0.0309999999999988,-0.0240000000000009,-0.032,-0.0259999999999998,-0.048,-0.0289999999999963,-0.0030000000000001,-1.768000000000001,-0.0040000000000013,-0.0999999999999996,-0.3089999999999975,-0.3309999999999959,-0.1099999999999994,0.1990000000000016,-0.1600000000000001,0.1150000000000002,-0.1950000000000002,0.0809999999999995,0.0,0.004,-0.4440000000000026,-0.036999999999999,0.0229999999999996,-0.0559999999999973,0.0449999999999999,-0.0690000000000026,-0.216000000000001,-0.6470000000000002,-0.9610000000000004,-0.0070000000000014,-0.0679999999999978,-1.0169999999999997,-2.2609999999999992,-0.0720000000000009,-0.0589999999999975,-0.0109999999999996,-0.1929999999999996,-0.1120000000000001,-0.016,-0.0989999999999999,-0.0649999999999999,-0.0549999999999997,0.2140000000000004,-0.043,-0.022,0.3929999999999989,-0.044,-0.007,0.0,0.004,-0.4440000000000026,-0.0120000000000004,-0.0010000000000012,-1.5309999999999988,0.0120000000000004,0.044,0.0360000000000013,-0.0419999999999998,-0.9269999999999996,-0.6699999999999999,-0.0070000000000014
25%,-0.098,0.0010000000000012,0.0030000000000001,0.0,0.0019999999999988,-0.039,0.08650000000000445,0.0079999999999991,0.16749999999999685,0.17974999999999938,-0.0369999999999999,-0.1509999999999962,-0.20849999999999902,-0.0212500000000019,0.2677500000000004,0.125,0.1710000000000002,-0.07250000000000152,0.1479999999999997,0.02675,0.083,-0.4160000000000003,0.0510000000000019,0.0857500000000002,0.0970000000000013,0.0840000000000005,0.01249999999999215,0.0709999999999979,-0.28125000000000044,-0.2330000000000005,0.02674999999999935,0.03024999999999165,-0.3937500000000007,-0.6757500000000007,0.0007499999999995501,0.0369999999999919,0.02,-0.03324999999999988,-0.025249999999999925,0.016,0.004499999999999875,0.0129999999999999,-0.008250000000002025,0.3010000000000001,-0.036,0.0059999999999999,0.5317499999999997,-0.04,0.0219999999999999,0.02675,0.083,-0.4160000000000003,0.07675000000001111,0.0069999999999996,-0.0642500000000012,0.0529999999999972,0.0730000000000004,0.0600000000000022,0.041750000000000224,-0.1669999999999998,-0.3342499999999999,0.02674999999999935
50%,-0.098,0.0040000000000013,0.0079999999999991,0.0040000000000013,0.004999999999999,-0.0325,0.11850000000000445,0.0109999999999992,0.23349999999999935,0.2070000000000007,-0.0209999999999999,-0.1210000000000093,-0.1869999999999976,0.0049999999999954,0.2779999999999987,0.1499999999999985,0.1840000000000001,-0.0300000000000011,0.1630000000000002,0.0405,0.109,-0.4075000000000006,0.0850000000000008,0.1050000000000004,0.1289999999999977,0.1009999999999999,0.0454999999999898,0.0924999999999993,-0.20800000000000016,-0.1300000000000007,0.0344999999999995,0.0529999999999972,-0.3320000000000007,-0.5860000000000003,0.0119999999999986,0.0609999999999928,0.0290000000000003,-0.0139999999999997,0.0019999999999999497,0.02649999999999995,0.02749999999999985,0.0209999999999999,0.006499999999999,0.3239999999999998,-0.033,0.016,0.5584999999999996,-0.039,0.035,0.0405,0.109,-0.4075000000000006,0.0900000000000034,0.0079999999999991,-0.0240000000000044,0.0649999999999977,0.0790000000000001,0.0704999999999955,0.0550000000000001,-0.0825000000000004,-0.2569999999999997,0.0344999999999995
75%,-0.097,0.0079999999999991,0.0120000000000004,0.0100000000000015,0.0100000000000015,-0.02575,0.1350000000000051,0.0129999999999999,0.2892500000000009,0.2330000000000005,-0.00674999999999975,-0.10375000000000155,-0.1569999999999964,0.0220000000000055,0.2892500000000009,0.1642499999999982,0.197,-0.0120000000000004,0.1809999999999973,0.0575,0.132,-0.4000000000000021,0.10424999999999861,0.1230000000000002,0.1492500000000003,0.11525000000000027,0.06324999999998929,0.1179999999999985,-0.05325000000000017,-0.06449999999999978,0.0429999999999992,0.073999999999998,-0.2687500000000002,-0.4537500000000003,0.0219999999999984,0.0799999999999983,0.0410000000000003,0.008,0.03749999999999995,0.0339999999999998,0.0689999999999999,0.032,0.035499999999997124,0.35324999999999956,-0.03,0.03025,0.5889999999999986,-0.037,0.049,0.0575,0.132,-0.4000000000000021,0.1000000000000085,0.0090000000000003,0.0142499999999969,0.0709999999999979,0.0870000000000001,0.0779999999999887,0.0690000000000004,-0.014500000000000351,-0.11050000000000003,0.0429999999999992
max,-0.097,0.0229999999999996,0.0259999999999998,0.0229999999999996,0.0240000000000009,0.0919999999999999,0.2160000000000081,0.0199999999999995,0.4080000000000012,0.4269999999999996,0.096,0.0,0.0750000000000028,0.1029999999999944,0.3329999999999984,0.2989999999999995,0.2409999999999996,0.0709999999999979,0.2219999999999977,0.172,0.21,-0.3719999999999999,0.2469999999999999,0.1879999999999997,0.2310000000000016,0.1640000000000006,34.991,0.2199999999999988,1.1620000000000008,0.2140000000000004,0.0929999999999999,0.1469999999999913,0.3390000000000004,0.3350000000000008,0.0629999999999988,0.179000000000002,0.0870000000000001,0.0750000000000001,0.141,0.08,0.1829999999999998,0.0659999999999998,0.1219999999999998,0.4120000000000008,-0.019,0.353,0.7599999999999998,-0.006,0.388,0.172,0.21,-0.3719999999999999,0.1219999999999998,0.0109999999999992,0.4540000000000006,0.0889999999999986,0.1089999999999999,0.137999999999991,0.1350000000000002,0.2560000000000002,1.0839999999999996,0.0929999999999999
