품명,측정값_평면1_평면도,기준값_평면1_평면도,편차_평면1_평면도,측정값_원1(I) <상>_D,기준값_원1(I) <상>_D,편차_원1(I) <상>_D,측정값_원2(I) <중>_D,기준값_원2(I) <중>_D,편차_원2(I) <중>_D,측정값_원3(I) <하>_D,기준값_원3(I) <하>_D,편차_원3(I) <하>_D,"측정값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","기준값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","측정값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도","기준값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도","편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",측정값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,기준값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,측정값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,기준값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,측정값_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,기준값_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,편차_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,측정값_직선4 <27° 소재>_Y/X,기준값_직선4 <27° 소재>_Y/X,편차_직선4 <27° 소재>_Y/X,측정값_직선5 <7.5° 소재>_Y/X,기준값_직선5 <7.5° 소재>_Y/X,편차_직선5 <7.5° 소재>_Y/X,측정값_점3 <- 직선4와 직선5의 교차점 <소재>_X,기준값_점3 <- 직선4와 직선5의 교차점 <소재>_X,편차_점3 <- 직선4와 직선5의 교차점 <소재>_X,측정값_직선6 <35.9° 소재>_Y/X,기준값_직선6 <35.9° 소재>_Y/X,편차_직선6 <35.9° 소재>_Y/X,측정값_점4 <- 직선6와 직선5의 교차점 <소재>_X,기준값_점4 <- 직선6와 직선5의 교차점 <소재>_X,편차_점4 <- 직선6와 직선5의 교차점 <소재>_X,측정값_점4 <- 직선6와 직선5의 교차점 <소재>_Y,기준값_점4 <- 직선6와 직선5의 교차점 <소재>_Y,편차_점4 <- 직선6와 직선5의 교차점 <소재>_Y,측정값_직선7 <23.1°>_Y/X,기준값_직선7 <23.1°>_Y/X,편차_직선7 <23.1°>_Y/X,측정값_직선8 <6°>_Y/X,기준값_직선8 <6°>_Y/X,편차_직선8 <6°>_Y/X,측정값_점5 <- 직선8와 직선7의 교차점_X,기준값_점5 <- 직선8와 직선7의 교차점_X,편차_점5 <- 직선8와 직선7의 교차점_X,측정값_점5 <- 직선8와 직선7의 교차점_Y,기준값_점5 <- 직선8와 직선7의 교차점_Y,편차_점5 <- 직선8와 직선7의 교차점_Y,측정값_원4(E) <소재>_X,기준값_원4(E) <소재>_X,편차_원4(E) <소재>_X,측정값_원4(E) <소재>_Y,기준값_원4(E) <소재>_Y,편차_원4(E) <소재>_Y,측정값_원4(E) <소재>_D,기준값_원4(E) <소재>_D,편차_원4(E) <소재>_D,측정값_점6 <- 직선9와 직선10의 교차점 <소재>_X,기준값_점6 <- 직선9와 직선10의 교차점 <소재>_X,편차_점6 <- 직선9와 직선10의 교차점 <소재>_X,측정값_점6 <- 직선9와 직선10의 교차점 <소재>_Y,기준값_점6 <- 직선9와 직선10의 교차점 <소재>_Y,편차_점6 <- 직선9와 직선10의 교차점 <소재>_Y,측정값_점7 <- 직선10와 직선11의 교차점 <소재>_X,기준값_점7 <- 직선10와 직선11의 교차점 <소재>_X,편차_점7 <- 직선10와 직선11의 교차점 <소재>_X,측정값_점7 <- 직선10와 직선11의 교차점 <소재>_Y,기준값_점7 <- 직선10와 직선11의 교차점 <소재>_Y,편차_점7 <- 직선10와 직선11의 교차점 <소재>_Y,측정값_점8 <- 직선13와 직선12의 교차점 <소재>_X,기준값_점8 <- 직선13와 직선12의 교차점 <소재>_X,편차_점8 <- 직선13와 직선12의 교차점 <소재>_X,측정값_직선14 <23.1° 소재>_Y/X,기준값_직선14 <23.1° 소재>_Y/X,편차_직선14 <23.1° 소재>_Y/X,측정값_직선16 <우상 소재>_X/Y,기준값_직선16 <우상 소재>_X/Y,편차_직선16 <우상 소재>_X/Y,측정값_직선18 <좌상 소재>_X/Y,기준값_직선18 <좌상 소재>_X/Y,편차_직선18 <좌상 소재>_X/Y,측정값_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,기준값_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,편차_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,측정값_점13 <- 점11와 점12의 중점 <열전관리_상>_X,기준값_점13 <- 점11와 점12의 중점 <열전관리_상>_X,편차_점13 <- 점11와 점12의 중점 <열전관리_상>_X,측정값_직선19 <좌하 소재>_X/Y,기준값_직선19 <좌하 소재>_X/Y,편차_직선19 <좌하 소재>_X/Y,측정값_직선21 <우하 소재>_X/Y,기준값_직선21 <우하 소재>_X/Y,편차_직선21 <우하 소재>_X/Y,측정값_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,기준값_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,편차_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,측정값_점18 <- 점16와 점17의 중점 <열전관리_하>_X,기준값_점18 <- 점16와 점17의 중점 <열전관리_하>_X,편차_점18 <- 점16와 점17의 중점 <열전관리_하>_X,측정값_점19 <상>_Y,기준값_점19 <상>_Y,편차_점19 <상>_Y,측정값_점20 <하>_Y,기준값_점20 <하>_Y,편차_점20 <하>_Y,측정값_원5(I) <상부>_Y,기준값_원5(I) <상부>_Y,편차_원5(I) <상부>_Y,측정값_원5(I) <상부>_D,기준값_원5(I) <상부>_D,편차_원5(I) <상부>_D,측정값_원6(I) <하부>_Y,기준값_원6(I) <하부>_Y,편차_원6(I) <하부>_Y,측정값_원6(I) <하부>_D,기준값_원6(I) <하부>_D,편차_원6(I) <하부>_D,측정값_거리3 <- XYPLAN[PT]:원5와 원통1_DS,기준값_거리3 <- XYPLAN[PT]:원5와 원통1_DS,편차_거리3 <- XYPLAN[PT]:원5와 원통1_DS,측정값_평면2_Z,기준값_평면2_Z,편차_평면2_Z,측정값_평면2_평면도,기준값_평면2_평면도,편차_평면2_평면도,측정값_평면2_평행도,기준값_평면2_평행도,편차_평면2_평행도,"측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","기준값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","기준값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도","기준값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",측정값_원7(E) <- 원4의 되부름_X,기준값_원7(E) <- 원4의 되부름_X,편차_원7(E) <- 원4의 되부름_X,측정값_원7(E) <- 원4의 되부름_Y,기준값_원7(E) <- 원4의 되부름_Y,편차_원7(E) <- 원4의 되부름_Y,측정값_원7(E) <- 원4의 되부름_D,기준값_원7(E) <- 원4의 되부름_D,편차_원7(E) <- 원4의 되부름_D,측정값_점28 <- 점27의 되부름 <소재 원점>_X,기준값_점28 <- 점27의 되부름 <소재 원점>_X,편차_점28 <- 점27의 되부름 <소재 원점>_X,측정값_점28 <- 점27의 되부름 <소재 원점>_Y,기준값_점28 <- 점27의 되부름 <소재 원점>_Y,편차_점28 <- 점27의 되부름 <소재 원점>_Y,측정값_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,기준값_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,편차_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,측정값_점29 <- 점13의 되부름 <소재원점>_X,기준값_점29 <- 점13의 되부름 <소재원점>_X,편차_점29 <- 점13의 되부름 <소재원점>_X,측정값_점29 <- 점13의 되부름 <소재원점>_Y,기준값_점29 <- 점13의 되부름 <소재원점>_Y,편차_점29 <- 점13의 되부름 <소재원점>_Y,측정값_점30 <- 점18의 되부름 <소재원점>_X,기준값_점30 <- 점18의 되부름 <소재원점>_X,편차_점30 <- 점18의 되부름 <소재원점>_X,측정값_점30 <- 점18의 되부름 <소재원점>_Y,기준값_점30 <- 점18의 되부름 <소재원점>_Y,편차_점30 <- 점18의 되부름 <소재원점>_Y,측정값_직선25 <- 직선18의 되부름_X/Y,기준값_직선25 <- 직선18의 되부름_X/Y,편차_직선25 <- 직선18의 되부름_X/Y,측정값_직선26 <- 직선16의 되부름_X/Y,기준값_직선26 <- 직선16의 되부름_X/Y,편차_직선26 <- 직선16의 되부름_X/Y,측정값_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,기준값_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,편차_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,품질상태
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.494,16.485,0.009,16.497,16.485,0.012,16.493,16.485,0.008,16.495,16.485,0.010,0.023,0.05,0.027000000000000003,116.701,116.6,0.101,-10.909,10.9,0.009,57.283,57.0,0.283,27.078,27.0,0.078,7.440,7.5,-0.060,110.022,110.2,-0.178,35.863,35.9,-0.037,87.963,88.0,-0.037,-24.225,-24.0,0.225,-23.243,-23.1,0.143,-6.191,-6.0,0.191,47.939,48.0,-0.061,-16.211,-16.1,0.111,0.041,0.0,0.041,0.160,0.0,0.160,25.697,26.1,-0.403,44.218,44.1,0.118,6.651,6.5,0.151,54.096,54.0,0.096,5.236,5.1,0.136,74.426,74.4,0.026,-23.201,-23.1,0.101,14.819,14.5,0.319,-14.375,-14.5,-0.125,10.299,10.3,-0.001,72.885,72.87,0.015,-14.057,-14.5,-0.443,14.252,14.5,-0.248,10.259,10.3,-0.041,72.897,72.87,0.027,-2.310,-2.3,0.010,-2.203,-2.3,-0.097,1.970,2.0,-0.030,3.514,3.5,0.014,1.990,2.0,-0.010,3.509,3.5,0.009,46.577,46.5,0.077,12.329,12.0,0.329,0.014,0.05,0.036000000000000004,0.057,0.05,-0.006999999999999999,12.353,11.8,0.553,0.009,0.05,0.041,0.062,0.05,-0.011999999999999997,0.041,0.0,0.041,0.160,0.0,0.160,25.697,26.1,-0.403,116.630,116.6,0.030,-10.903,-10.9,0.003,57.021,57.121,-0.100,72.913,72.87,0.043,-2.380,-2.3,0.080,72.925,72.87,0.055,-2.314,-2.3,0.014,-14.455,-14.5,-0.045,14.739,14.5,0.239,10.299,10.3,-0.001,1
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.493,16.485,0.008,16.497,16.485,0.012,16.491,16.485,0.006,16.494,16.485,0.009,0.017,0.05,0.033,116.664,116.6,0.064,-10.906,10.9,0.006,57.077,57.0,0.077,27.085,27.0,0.085,7.479,7.5,-0.021,109.989,110.2,-0.211,35.878,35.9,-0.022,87.936,88.0,-0.064,-24.235,-24.0,0.235,-23.208,-23.1,0.108,-6.163,-6.0,0.163,47.897,48.0,-0.103,-16.228,-16.1,0.128,0.000,0.0,0.000,0.118,0.0,0.118,25.688,26.1,-0.412,44.161,44.1,0.061,6.617,6.5,0.117,54.116,54.0,0.116,5.193,5.1,0.093,74.399,74.4,-0.001,-23.165,-23.1,0.065,14.721,14.5,0.221,-14.495,-14.5,-0.005,10.311,10.3,0.011,72.873,72.87,0.003,-14.169,-14.5,-0.331,14.561,14.5,0.061,10.268,10.3,-0.032,72.875,72.87,0.005,-2.326,-2.3,0.026,-2.226,-2.3,-0.074,2.042,2.0,0.042,3.514,3.5,0.014,2.074,2.0,0.074,3.512,3.5,0.012,46.524,46.5,0.024,12.333,12.0,0.333,0.011,0.05,0.03900000000000001,0.053,0.05,-0.0029999999999999957,12.359,11.8,0.559,0.012,0.05,0.038000000000000006,0.068,0.05,-0.018000000000000002,0.000,0.0,0.000,0.118,0.0,0.118,25.688,26.1,-0.412,116.630,116.6,0.030,-10.903,-10.9,0.003,56.890,57.121,-0.231,72.922,72.87,0.052,-2.369,-2.3,0.069,72.923,72.87,0.053,-2.308,-2.3,0.008,-14.552,-14.5,0.052,14.664,14.5,0.164,10.311,10.3,0.011,1
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.489,16.485,0.004,16.496,16.485,0.011,16.490,16.485,0.005,16.492,16.485,0.007,0.036,0.05,0.014000000000000005,116.711,116.6,0.111,-10.910,10.9,0.010,57.125,57.0,0.125,27.084,27.0,0.084,7.470,7.5,-0.030,110.036,110.2,-0.164,35.921,35.9,0.021,87.973,88.0,-0.027,-24.232,-24.0,0.232,-23.229,-23.1,0.129,-6.149,-6.0,0.149,47.948,48.0,-0.052,-16.230,-16.1,0.130,0.038,0.0,0.038,0.092,0.0,0.092,25.670,26.1,-0.430,44.194,44.1,0.094,6.593,6.5,0.093,54.095,54.0,0.095,5.179,5.1,0.079,74.445,74.4,0.045,-23.185,-23.1,0.085,14.912,14.5,0.412,-14.415,-14.5,-0.085,10.301,10.3,0.001,72.912,72.87,0.042,-14.198,-14.5,-0.302,14.275,14.5,-0.225,10.259,10.3,-0.041,72.929,72.87,0.059,-2.315,-2.3,0.015,-2.202,-2.3,-0.098,1.984,2.0,-0.016,3.511,3.5,0.011,2.031,2.0,0.031,3.511,3.5,0.011,46.590,46.5,0.090,12.316,12.0,0.316,0.018,0.05,0.032,0.089,0.05,-0.03899999999999999,12.370,11.8,0.570,0.012,0.05,0.038000000000000006,0.121,0.05,-0.071,0.038,0.0,0.038,0.092,0.0,0.092,25.670,26.1,-0.430,116.629,116.6,0.029,-10.903,-10.9,0.003,56.892,57.121,-0.229,72.915,72.87,0.045,-2.365,-2.3,0.065,72.932,72.87,0.062,-2.291,-2.3,-0.009,-14.463,-14.5,-0.037,14.864,14.5,0.364,10.301,10.3,0.001,1
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.474,16.485,-0.011,16.479,16.485,-0.006,16.471,16.485,-0.014,16.474,16.485,-0.011,0.015,0.05,0.035,116.678,116.6,0.078,-10.907,10.9,0.007,57.316,57.0,0.316,26.943,27.0,-0.057,7.436,7.5,-0.064,109.998,110.2,-0.202,35.823,35.9,-0.077,87.958,88.0,-0.042,-24.234,-24.0,0.234,-23.211,-23.1,0.111,-6.189,-6.0,0.189,47.940,48.0,-0.060,-16.238,-16.1,0.138,0.015,0.0,0.015,0.124,0.0,0.124,25.682,26.1,-0.418,44.146,44.1,0.046,6.623,6.5,0.123,54.090,54.0,0.090,5.199,5.1,0.099,74.382,74.4,-0.018,-23.211,-23.1,0.111,14.942,14.5,0.442,-14.415,-14.5,-0.085,10.312,10.3,0.012,72.881,72.87,0.011,-14.229,-14.5,-0.271,14.227,14.5,-0.273,10.290,10.3,-0.010,72.902,72.87,0.032,-2.308,-2.3,0.008,-2.263,-2.3,-0.037,1.979,2.0,-0.021,3.494,3.5,-0.006,1.994,2.0,-0.006,3.492,3.5,-0.008,46.558,46.5,0.058,12.341,12.0,0.341,0.013,0.05,0.037000000000000005,0.053,0.05,-0.0029999999999999957,12.362,11.8,0.562,0.012,0.05,0.038000000000000006,0.068,0.05,-0.018000000000000002,0.015,0.0,0.015,0.124,0.0,0.124,25.682,26.1,-0.418,116.654,116.6,0.054,-10.905,-10.9,0.005,57.126,57.121,0.005,72.918,72.87,0.048,-2.356,-2.3,0.056,72.939,72.87,0.069,-2.337,-2.3,0.037,-14.475,-14.5,-0.025,14.881,14.5,0.381,10.312,10.3,0.012,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.478,16.485,-0.007,16.468,16.485,-0.017,16.469,16.485,-0.016,16.472,16.485,-0.013,0.013,0.05,0.037000000000000005,116.667,116.6,0.067,-10.906,10.9,0.006,57.030,57.0,0.030,27.063,27.0,0.063,7.459,7.5,-0.041,109.991,110.2,-0.209,35.857,35.9,-0.043,87.940,88.0,-0.060,-24.233,-24.0,0.233,-23.213,-23.1,0.113,-6.172,-6.0,0.172,47.936,48.0,-0.064,-16.238,-16.1,0.138,0.013,0.0,0.013,0.127,0.0,0.127,25.704,26.1,-0.396,44.152,44.1,0.052,6.636,6.5,0.136,54.080,54.0,0.080,5.205,5.1,0.105,74.340,74.4,-0.060,-23.261,-23.1,0.161,15.178,14.5,0.678,-14.409,-14.5,-0.091,10.305,10.3,0.005,72.851,72.87,-0.019,-14.261,-14.5,-0.239,14.400,14.5,-0.100,10.276,10.3,-0.024,72.881,72.87,0.011,-2.324,-2.3,0.024,-2.231,-2.3,-0.069,2.083,2.0,0.083,3.497,3.5,-0.003,2.128,2.0,0.128,3.495,3.5,-0.005,46.470,46.5,-0.030,12.355,12.0,0.355,0.013,0.05,0.037000000000000005,0.037,0.05,0.013000000000000005,12.376,11.8,0.576,0.009,0.05,0.041,0.059,0.05,-0.008999999999999994,0.013,0.0,0.013,0.127,0.0,0.127,25.704,26.1,-0.396,116.636,116.6,0.036,-10.903,-10.9,0.003,56.893,57.121,-0.228,72.892,72.87,0.022,-2.375,-2.3,0.075,72.922,72.87,0.052,-2.316,-2.3,0.016,-14.474,-14.5,-0.026,15.113,14.5,0.613,10.305,10.3,0.005,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.474,16.485,-0.011,16.488,16.485,0.003,16.475,16.485,-0.010,16.479,16.485,-0.006,0.017,0.05,0.033,116.690,116.6,0.090,-10.908,10.9,0.008,57.257,57.0,0.257,27.105,27.0,0.105,7.412,7.5,-0.088,109.989,110.2,-0.211,35.845,35.9,-0.055,87.947,88.0,-0.053,-24.251,-24.0,0.251,-23.276,-23.1,0.176,-6.200,-6.0,0.200,47.986,48.0,-0.014,-16.236,-16.1,0.136,0.048,0.0,0.048,0.166,0.0,0.166,25.720,26.1,-0.380,44.230,44.1,0.130,6.652,6.5,0.152,54.080,54.0,0.080,5.254,5.1,0.154,74.429,74.4,0.029,-23.201,-23.1,0.101,14.943,14.5,0.443,-14.177,-14.5,-0.323,10.291,10.3,-0.009,72.870,72.87,0.000,-14.079,-14.5,-0.421,14.615,14.5,0.115,10.273,10.3,-0.027,72.886,72.87,0.016,-2.298,-2.3,-0.002,-2.247,-2.3,-0.053,2.027,2.0,0.027,3.488,3.5,-0.012,2.062,2.0,0.062,3.484,3.5,-0.016,46.565,46.5,0.065,12.352,12.0,0.352,0.012,0.05,0.038000000000000006,0.055,0.05,-0.0049999999999999975,12.381,11.8,0.581,0.010,0.05,0.04,0.071,0.05,-0.02099999999999999,0.048,0.0,0.048,0.166,0.0,0.166,25.720,26.1,-0.380,116.636,116.6,0.036,-10.903,-10.9,0.003,57.071,57.121,-0.050,72.894,72.87,0.024,-2.371,-2.3,0.071,72.910,72.87,0.040,-2.353,-2.3,0.053,-14.258,-14.5,-0.242,14.862,14.5,0.362,10.291,10.3,-0.009,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.477,16.485,-0.008,16.488,16.485,0.003,16.479,16.485,-0.006,16.481,16.485,-0.004,0.017,0.05,0.033,116.637,116.6,0.037,-10.903,10.9,0.003,57.105,57.0,0.105,27.064,27.0,0.064,7.454,7.5,-0.046,109.977,110.2,-0.223,35.854,35.9,-0.046,87.930,88.0,-0.070,-24.251,-24.0,0.251,-23.136,-23.1,0.036,-6.176,-6.0,0.176,47.881,48.0,-0.119,-16.260,-16.1,0.160,-0.003,0.0,-0.003,0.105,0.0,0.105,25.704,26.1,-0.396,44.162,44.1,0.062,6.608,6.5,0.108,54.073,54.0,0.073,5.191,5.1,0.091,74.384,74.4,-0.016,-23.205,-23.1,0.105,14.310,14.5,-0.190,-14.461,-14.5,-0.039,10.324,10.3,0.024,72.881,72.87,0.011,-14.161,-14.5,-0.339,14.552,14.5,0.052,10.297,10.3,-0.003,72.875,72.87,0.005,-2.333,-2.3,0.033,-2.286,-2.3,-0.014,1.981,2.0,-0.019,3.481,3.5,-0.019,1.995,2.0,-0.005,3.482,3.5,-0.018,46.547,46.5,0.047,12.351,12.0,0.351,0.017,0.05,0.033,0.054,0.05,-0.003999999999999997,12.381,11.8,0.581,0.009,0.05,0.041,0.064,0.05,-0.013999999999999999,-0.003,0.0,-0.003,0.105,0.0,0.105,25.704,26.1,-0.396,116.634,116.6,0.034,-10.903,-10.9,0.003,57.000,57.121,-0.121,72.927,72.87,0.057,-2.368,-2.3,0.068,72.922,72.87,0.052,-2.347,-2.3,0.047,-14.513,-14.5,0.013,14.259,14.5,-0.241,10.324,10.3,0.024,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.478,16.485,-0.007,16.488,16.485,0.003,16.475,16.485,-0.010,16.480,16.485,-0.005,0.011,0.05,0.03900000000000001,116.639,116.6,0.039,-10.904,10.9,0.004,57.140,57.0,0.140,27.112,27.0,0.112,7.461,7.5,-0.039,109.986,110.2,-0.214,35.824,35.9,-0.076,87.936,88.0,-0.064,-24.254,-24.0,0.254,-23.229,-23.1,0.129,-6.168,-6.0,0.168,47.940,48.0,-0.060,-16.271,-16.1,0.171,0.000,0.0,0.000,0.103,0.0,0.103,25.723,26.1,-0.377,44.151,44.1,0.051,6.621,6.5,0.121,54.081,54.0,0.081,5.200,5.1,0.100,74.374,74.4,-0.026,-23.083,-23.1,-0.017,14.982,14.5,0.482,-14.142,-14.5,-0.358,10.315,10.3,0.015,72.846,72.87,-0.024,-14.089,-14.5,-0.411,14.513,14.5,0.013,10.299,10.3,-0.001,72.870,72.87,0.000,-2.343,-2.3,0.043,-2.295,-2.3,-0.005,1.990,2.0,-0.010,3.482,3.5,-0.018,1.992,2.0,-0.008,3.476,3.5,-0.024,46.532,46.5,0.032,12.357,12.0,0.357,0.011,0.05,0.03900000000000001,0.050,0.05,0.0,12.374,11.8,0.574,0.009,0.05,0.041,0.058,0.05,-0.008,0.000,0.0,0.000,0.103,0.0,0.103,25.723,26.1,-0.377,116.636,116.6,0.036,-10.903,-10.9,0.003,57.089,57.121,-0.032,72.888,72.87,0.018,-2.372,-2.3,0.072,72.912,72.87,0.042,-2.359,-2.3,0.059,-14.191,-14.5,-0.309,14.933,14.5,0.433,10.315,10.3,0.015,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.477,16.485,-0.008,16.492,16.485,0.007,16.480,16.485,-0.005,16.483,16.485,-0.002,0.009,0.05,0.041,116.647,116.6,0.047,-10.904,10.9,0.004,57.001,57.0,0.001,27.090,27.0,0.090,7.457,7.5,-0.043,109.996,110.2,-0.204,35.879,35.9,-0.021,87.943,88.0,-0.057,-24.246,-24.0,0.246,-23.234,-23.1,0.134,-6.161,-6.0,0.161,47.960,48.0,-0.040,-16.262,-16.1,0.162,0.005,0.0,0.005,0.101,0.0,0.101,25.706,26.1,-0.394,44.170,44.1,0.070,6.611,6.5,0.111,54.088,54.0,0.088,5.197,5.1,0.097,74.387,74.4,-0.013,-23.245,-23.1,0.145,14.786,14.5,0.286,-14.515,-14.5,0.015,10.308,10.3,0.008,72.877,72.87,0.007,-14.074,-14.5,-0.426,14.374,14.5,-0.126,10.291,10.3,-0.009,72.890,72.87,0.020,-2.323,-2.3,0.023,-2.270,-2.3,-0.030,2.035,2.0,0.035,3.491,3.5,-0.009,2.057,2.0,0.057,3.485,3.5,-0.015,46.584,46.5,0.084,12.347,12.0,0.347,0.016,0.05,0.034,0.052,0.05,-0.001999999999999995,12.371,11.8,0.571,0.010,0.05,0.04,0.062,0.05,-0.011999999999999997,0.005,0.0,0.005,0.101,0.0,0.101,25.706,26.1,-0.394,116.647,116.6,0.047,-10.904,-10.9,0.004,57.062,57.121,-0.059,72.914,72.87,0.044,-2.363,-2.3,0.063,72.927,72.87,0.057,-2.339,-2.3,0.039,-14.562,-14.5,0.062,14.739,14.5,0.239,10.308,10.3,0.008,0
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.482,16.485,-0.003,16.485,16.485,0.000,16.491,16.485,0.006,16.486,16.485,0.001,0.010,0.05,0.04,116.628,116.6,0.028,-10.903,10.9,0.003,57.066,57.0,0.066,27.067,27.0,0.067,7.452,7.5,-0.048,109.889,110.2,-0.311,35.852,35.9,-0.048,87.861,88.0,-0.139,-24.295,-24.0,0.295,-23.209,-23.1,0.109,-6.195,-6.0,0.195,47.948,48.0,-0.052,-16.270,-16.1,0.170,-0.011,0.0,-0.011,0.108,0.0,0.108,25.691,26.1,-0.409,44.142,44.1,0.042,6.605,6.5,0.105,54.082,54.0,0.082,5.197,5.1,0.097,74.376,74.4,-0.024,-23.220,-23.1,0.120,14.467,14.5,-0.033,-14.455,-14.5,-0.045,10.316,10.3,0.016,72.868,72.87,-0.002,-14.186,-14.5,-0.314,12.724,14.5,-1.776,10.323,10.3,0.023,72.922,72.87,0.052,-2.340,-2.3,0.040,-2.292,-2.3,-0.008,2.010,2.0,0.010,3.482,3.5,-0.018,2.087,2.0,0.087,3.423,3.5,-0.077,46.561,46.5,0.061,12.358,12.0,0.358,0.012,0.05,0.038000000000000006,0.050,0.05,0.0,12.386,11.8,0.586,0.012,0.05,0.038000000000000006,0.067,0.05,-0.017,-0.011,0.0,-0.011,0.108,0.0,0.108,25.691,26.1,-0.409,116.635,116.6,0.035,-10.903,-10.9,0.003,56.959,57.121,-0.161,72.923,72.87,0.053,-2.363,-2.3,0.063,72.977,72.87,0.107,-2.360,-2.3,0.060,-14.506,-14.5,0.006,14.416,14.5,-0.084,10.316,10.3,0.016,0
