품명,측정값_평면1_평면도,기준값_평면1_평면도,편차_평면1_평면도,측정값_원1(I) <상>_D,기준값_원1(I) <상>_D,편차_원1(I) <상>_D,측정값_원2(I) <중>_D,기준값_원2(I) <중>_D,편차_원2(I) <중>_D,측정값_원3(I) <하>_D,기준값_원3(I) <하>_D,편차_원3(I) <하>_D,"측정값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","기준값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_D","측정값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도","기준값_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도","편차_원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도",측정값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,기준값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X,측정값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,기준값_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,편차_점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y,측정값_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,기준값_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,편차_각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang,측정값_직선4 <27° 소재>_Y/X,기준값_직선4 <27° 소재>_Y/X,편차_직선4 <27° 소재>_Y/X,측정값_직선5 <7.5° 소재>_Y/X,기준값_직선5 <7.5° 소재>_Y/X,편차_직선5 <7.5° 소재>_Y/X,측정값_점3 <- 직선4와 직선5의 교차점 <소재>_X,기준값_점3 <- 직선4와 직선5의 교차점 <소재>_X,편차_점3 <- 직선4와 직선5의 교차점 <소재>_X,측정값_직선6 <35.9° 소재>_Y/X,기준값_직선6 <35.9° 소재>_Y/X,편차_직선6 <35.9° 소재>_Y/X,측정값_점4 <- 직선6와 직선5의 교차점 <소재>_X,기준값_점4 <- 직선6와 직선5의 교차점 <소재>_X,편차_점4 <- 직선6와 직선5의 교차점 <소재>_X,측정값_점4 <- 직선6와 직선5의 교차점 <소재>_Y,기준값_점4 <- 직선6와 직선5의 교차점 <소재>_Y,편차_점4 <- 직선6와 직선5의 교차점 <소재>_Y,측정값_직선7 <23.1°>_Y/X,기준값_직선7 <23.1°>_Y/X,편차_직선7 <23.1°>_Y/X,측정값_직선8 <6°>_Y/X,기준값_직선8 <6°>_Y/X,편차_직선8 <6°>_Y/X,측정값_점5 <- 직선8와 직선7의 교차점_X,기준값_점5 <- 직선8와 직선7의 교차점_X,편차_점5 <- 직선8와 직선7의 교차점_X,측정값_점5 <- 직선8와 직선7의 교차점_Y,기준값_점5 <- 직선8와 직선7의 교차점_Y,편차_점5 <- 직선8와 직선7의 교차점_Y,측정값_원4(E) <소재>_X,기준값_원4(E) <소재>_X,편차_원4(E) <소재>_X,측정값_원4(E) <소재>_Y,기준값_원4(E) <소재>_Y,편차_원4(E) <소재>_Y,측정값_원4(E) <소재>_D,기준값_원4(E) <소재>_D,편차_원4(E) <소재>_D,측정값_점6 <- 직선9와 직선10의 교차점 <소재>_X,기준값_점6 <- 직선9와 직선10의 교차점 <소재>_X,편차_점6 <- 직선9와 직선10의 교차점 <소재>_X,측정값_점6 <- 직선9와 직선10의 교차점 <소재>_Y,기준값_점6 <- 직선9와 직선10의 교차점 <소재>_Y,편차_점6 <- 직선9와 직선10의 교차점 <소재>_Y,측정값_점7 <- 직선10와 직선11의 교차점 <소재>_X,기준값_점7 <- 직선10와 직선11의 교차점 <소재>_X,편차_점7 <- 직선10와 직선11의 교차점 <소재>_X,측정값_점7 <- 직선10와 직선11의 교차점 <소재>_Y,기준값_점7 <- 직선10와 직선11의 교차점 <소재>_Y,편차_점7 <- 직선10와 직선11의 교차점 <소재>_Y,측정값_점8 <- 직선13와 직선12의 교차점 <소재>_X,기준값_점8 <- 직선13와 직선12의 교차점 <소재>_X,편차_점8 <- 직선13와 직선12의 교차점 <소재>_X,측정값_직선14 <23.1° 소재>_Y/X,기준값_직선14 <23.1° 소재>_Y/X,편차_직선14 <23.1° 소재>_Y/X,측정값_직선16 <우상 소재>_X/Y,기준값_직선16 <우상 소재>_X/Y,편차_직선16 <우상 소재>_X/Y,측정값_직선18 <좌상 소재>_X/Y,기준값_직선18 <좌상 소재>_X/Y,편차_직선18 <좌상 소재>_X/Y,측정값_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,기준값_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,편차_거리1 <- XAXIS[PT]:점9와 점10 <상>_DS,측정값_점13 <- 점11와 점12의 중점 <열전관리_상>_X,기준값_점13 <- 점11와 점12의 중점 <열전관리_상>_X,편차_점13 <- 점11와 점12의 중점 <열전관리_상>_X,측정값_직선19 <좌하 소재>_X/Y,기준값_직선19 <좌하 소재>_X/Y,편차_직선19 <좌하 소재>_X/Y,측정값_직선21 <우하 소재>_X/Y,기준값_직선21 <우하 소재>_X/Y,편차_직선21 <우하 소재>_X/Y,측정값_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,기준값_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,편차_거리2 <- XAXIS[PT]:점14와 점15 <하>_DS,측정값_점18 <- 점16와 점17의 중점 <열전관리_하>_X,기준값_점18 <- 점16와 점17의 중점 <열전관리_하>_X,편차_점18 <- 점16와 점17의 중점 <열전관리_하>_X,측정값_점19 <상>_Y,기준값_점19 <상>_Y,편차_점19 <상>_Y,측정값_점20 <하>_Y,기준값_점20 <하>_Y,편차_점20 <하>_Y,측정값_원5(I) <상부>_Y,기준값_원5(I) <상부>_Y,편차_원5(I) <상부>_Y,측정값_원5(I) <상부>_D,기준값_원5(I) <상부>_D,편차_원5(I) <상부>_D,측정값_원6(I) <하부>_Y,기준값_원6(I) <하부>_Y,편차_원6(I) <하부>_Y,측정값_원6(I) <하부>_D,기준값_원6(I) <하부>_D,편차_원6(I) <하부>_D,측정값_거리3 <- XYPLAN[PT]:원5와 원통1_DS,기준값_거리3 <- XYPLAN[PT]:원5와 원통1_DS,편차_거리3 <- XYPLAN[PT]:원5와 원통1_DS,측정값_평면2_Z,기준값_평면2_Z,편차_평면2_Z,측정값_평면2_평면도,기준값_평면2_평면도,편차_평면2_평면도,측정값_평면2_평행도,기준값_평면2_평행도,편차_평면2_평행도,"측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","기준값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z","측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","기준값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도","측정값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도","기준값_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도","편차_평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도",측정값_원7(E) <- 원4의 되부름_X,기준값_원7(E) <- 원4의 되부름_X,편차_원7(E) <- 원4의 되부름_X,측정값_원7(E) <- 원4의 되부름_Y,기준값_원7(E) <- 원4의 되부름_Y,편차_원7(E) <- 원4의 되부름_Y,측정값_원7(E) <- 원4의 되부름_D,기준값_원7(E) <- 원4의 되부름_D,편차_원7(E) <- 원4의 되부름_D,측정값_점28 <- 점27의 되부름 <소재 원점>_X,기준값_점28 <- 점27의 되부름 <소재 원점>_X,편차_점28 <- 점27의 되부름 <소재 원점>_X,측정값_점28 <- 점27의 되부름 <소재 원점>_Y,기준값_점28 <- 점27의 되부름 <소재 원점>_Y,편차_점28 <- 점27의 되부름 <소재 원점>_Y,측정값_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,기준값_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,편차_각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang,측정값_점29 <- 점13의 되부름 <소재원점>_X,기준값_점29 <- 점13의 되부름 <소재원점>_X,편차_점29 <- 점13의 되부름 <소재원점>_X,측정값_점29 <- 점13의 되부름 <소재원점>_Y,기준값_점29 <- 점13의 되부름 <소재원점>_Y,편차_점29 <- 점13의 되부름 <소재원점>_Y,측정값_점30 <- 점18의 되부름 <소재원점>_X,기준값_점30 <- 점18의 되부름 <소재원점>_X,편차_점30 <- 점18의 되부름 <소재원점>_X,측정값_점30 <- 점18의 되부름 <소재원점>_Y,기준값_점30 <- 점18의 되부름 <소재원점>_Y,편차_점30 <- 점18의 되부름 <소재원점>_Y,측정값_직선25 <- 직선18의 되부름_X/Y,기준값_직선25 <- 직선18의 되부름_X/Y,편차_직선25 <- 직선18의 되부름_X/Y,측정값_직선26 <- 직선16의 되부름_X/Y,기준값_직선26 <- 직선16의 되부름_X/Y,편차_직선26 <- 직선16의 되부름_X/Y,측정값_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,기준값_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,편차_거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS,품질상태
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.489,16.485,0.004,16.490,16.485,0.005,16.489,16.485,0.004,16.490,16.485,0.005,0.011,0.05,0.03900000000000001,116.681,116.6,0.081,-10.908,10.9,0.008,57.162,57.0,0.162,27.049,27.0,0.049,7.448,7.5,-0.052,110.014,110.2,-0.186,35.815,35.9,-0.085,87.974,88.0,-0.026,-24.251,-24.0,0.251,-23.244,-23.1,0.144,-6.170,-6.0,0.170,47.938,48.0,-0.062,-16.240,-16.1,0.140,0.031,0.0,0.031,0.103,0.0,0.103,25.680,26.1,-0.420,44.192,44.1,0.092,6.603,6.5,0.103,54.084,54.0,0.084,5.174,5.1,0.074,74.420,74.4,0.020,-23.216,-23.1,0.116,14.874,14.5,0.374,-14.319,-14.5,-0.181,10.300,10.3,0.000,72.895,72.87,0.025,-14.034,-14.5,-0.466,14.463,14.5,-0.037,10.281,10.3,-0.019,72.909,72.87,0.039,-2.313,-2.3,0.013,-2.266,-2.3,-0.034,1.978,2.0,-0.022,3.508,3.5,0.008,1.987,2.0,-0.013,3.513,3.5,0.013,46.587,46.5,0.087,12.358,12.0,0.358,0.017,0.05,0.033,0.050,0.05,0.0,12.376,11.8,0.576,0.014,0.05,0.036000000000000004,0.062,0.05,-0.011999999999999997,0.031,0.0,0.031,0.103,0.0,0.103,25.680,26.1,-0.420,116.640,116.6,0.040,-10.904,-10.9,0.004,56.982,57.121,-0.139,72.908,72.87,0.038,-2.359,-2.3,0.059,72.923,72.87,0.053,-2.343,-2.3,0.043,-14.370,-14.5,-0.130,14.824,14.5,0.324,10.300,10.3,0.000,1
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.486,16.485,0.001,16.488,16.485,0.003,16.484,16.485,-0.001,16.486,16.485,0.001,0.006,0.05,0.044000000000000004,116.636,116.6,0.036,-10.903,10.9,0.003,57.211,57.0,0.211,27.058,27.0,0.058,7.483,7.5,-0.017,109.945,110.2,-0.255,35.846,35.9,-0.054,87.918,88.0,-0.082,-24.239,-24.0,0.239,-23.169,-23.1,0.069,-6.130,-6.0,0.130,47.860,48.0,-0.140,-16.252,-16.1,0.152,-0.037,0.0,-0.037,0.067,0.0,0.067,25.683,26.1,-0.417,44.096,44.1,-0.004,6.591,6.5,0.091,54.022,54.0,0.022,5.174,5.1,0.074,74.366,74.4,-0.034,-23.140,-23.1,0.040,14.579,14.5,0.079,-14.591,-14.5,0.091,10.327,10.3,0.027,72.863,72.87,-0.007,-14.119,-14.5,-0.381,14.473,14.5,-0.027,10.279,10.3,-0.021,72.859,72.87,-0.011,-2.356,-2.3,0.056,-2.256,-2.3,-0.044,2.037,2.0,0.037,3.530,3.5,0.030,2.049,2.0,0.049,3.531,3.5,0.031,46.514,46.5,0.014,12.352,12.0,0.352,0.016,0.05,0.034,0.046,0.05,0.0040000000000000036,12.350,11.8,0.550,0.007,0.05,0.043000000000000003,0.051,0.05,-0.000999999999999994,-0.037,0.0,-0.037,0.067,0.0,0.067,25.683,26.1,-0.417,116.643,116.6,0.043,-10.904,-10.9,0.004,57.054,57.121,-0.066,72.924,72.87,0.054,-2.373,-2.3,0.073,72.920,72.87,0.050,-2.309,-2.3,0.009,-14.622,-14.5,0.122,14.548,14.5,0.048,10.327,10.3,0.027,0
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.481,16.485,-0.004,16.492,16.485,0.007,16.486,16.485,0.001,16.487,16.485,0.002,0.003,0.05,0.047,116.654,116.6,0.054,-10.905,10.9,0.005,57.267,57.0,0.267,26.996,27.0,-0.004,7.455,7.5,-0.045,109.951,110.2,-0.249,35.842,35.9,-0.058,87.933,88.0,-0.067,-24.244,-24.0,0.244,-23.220,-23.1,0.120,-6.174,-6.0,0.174,47.894,48.0,-0.106,-16.237,-16.1,0.137,-0.004,0.0,-0.004,0.120,0.0,0.120,25.700,26.1,-0.400,44.139,44.1,0.039,6.617,6.5,0.117,54.051,54.0,0.051,5.204,5.1,0.104,74.363,74.4,-0.037,-23.224,-23.1,0.124,14.683,14.5,0.183,-14.364,-14.5,-0.136,10.311,10.3,0.011,72.858,72.87,-0.012,-14.068,-14.5,-0.432,14.695,14.5,0.195,10.278,10.3,-0.022,72.868,72.87,-0.002,-2.333,-2.3,0.033,-2.261,-2.3,-0.039,2.025,2.0,0.025,3.540,3.5,0.040,2.037,2.0,0.037,3.539,3.5,0.039,46.500,46.5,0.000,12.290,12.0,0.290,0.015,0.05,0.035,0.080,0.05,-0.03,12.273,11.8,0.473,0.012,0.05,0.038000000000000006,0.064,0.05,-0.013999999999999999,-0.004,0.0,-0.004,0.120,0.0,0.120,25.700,26.1,-0.400,116.641,116.6,0.041,-10.904,-10.9,0.004,57.056,57.121,-0.065,72.911,72.87,0.041,-2.373,-2.3,0.073,72.922,72.87,0.052,-2.339,-2.3,0.039,-14.421,-14.5,-0.079,14.625,14.5,0.125,10.311,10.3,0.011,0
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.485,16.485,0.000,16.491,16.485,0.006,16.484,16.485,-0.001,16.487,16.485,0.002,0.008,0.05,0.042,116.676,116.6,0.076,-10.907,10.9,0.007,57.153,57.0,0.153,27.065,27.0,0.065,7.450,7.5,-0.050,110.021,110.2,-0.179,35.830,35.9,-0.070,87.976,88.0,-0.024,-24.263,-24.0,0.263,-23.235,-23.1,0.135,-6.183,-6.0,0.183,47.965,48.0,-0.035,-16.271,-16.1,0.171,0.035,0.0,0.035,0.090,0.0,0.090,25.693,26.1,-0.407,44.185,44.1,0.085,6.587,6.5,0.087,54.085,54.0,0.085,5.175,5.1,0.075,74.414,74.4,0.014,-23.273,-23.1,0.173,14.729,14.5,0.229,-14.440,-14.5,-0.060,10.305,10.3,0.005,72.902,72.87,0.032,-14.064,-14.5,-0.436,14.409,14.5,-0.091,10.292,10.3,-0.008,72.933,72.87,0.063,-2.321,-2.3,0.021,-2.290,-2.3,-0.010,2.042,2.0,0.042,3.527,3.5,0.027,2.049,2.0,0.049,3.537,3.5,0.037,46.487,46.5,-0.013,12.294,12.0,0.294,0.015,0.05,0.035,0.239,0.05,-0.189,12.214,11.8,0.414,0.010,0.05,0.04,0.213,0.05,-0.16299999999999998,0.035,0.0,0.035,0.090,0.0,0.090,25.693,26.1,-0.407,116.630,116.6,0.030,-10.903,-10.9,0.003,56.976,57.121,-0.145,72.907,72.87,0.037,-2.365,-2.3,0.065,72.938,72.87,0.068,-2.365,-2.3,0.065,-14.483,-14.5,-0.017,14.686,14.5,0.186,10.305,10.3,0.005,1
PARKING SPRAG(8속)_<열전>,0.003,0.1,0.097,16.481,16.485,-0.004,16.493,16.485,0.008,16.484,16.485,-0.001,16.486,16.485,0.001,0.009,0.05,0.041,116.816,116.6,0.216,-10.920,10.9,0.020,57.162,57.0,0.162,27.084,27.0,0.084,7.454,7.5,-0.046,110.177,110.2,-0.023,35.816,35.9,-0.084,88.103,88.0,0.103,-24.268,-24.0,0.268,-23.139,-23.1,0.039,-6.201,-6.0,0.201,48.017,48.0,0.017,-16.258,-16.1,0.158,0.172,0.0,0.172,0.109,0.0,0.109,25.699,26.1,-0.401,44.347,44.1,0.247,6.609,6.5,0.109,54.231,54.0,0.231,5.181,5.1,0.081,74.560,74.4,0.160,-23.164,-23.1,0.064,14.867,14.5,0.367,-14.327,-14.5,-0.173,10.295,10.3,-0.005,73.017,72.87,0.147,-14.153,-14.5,-0.347,14.053,14.5,-0.447,10.272,10.3,-0.028,73.049,72.87,0.179,-2.289,-2.3,-0.011,-2.208,-2.3,-0.092,2.078,2.0,0.078,3.533,3.5,0.033,2.109,2.0,0.109,3.529,3.5,0.029,46.468,46.5,-0.032,12.328,12.0,0.328,0.015,0.05,0.035,0.041,0.05,0.009000000000000001,12.339,11.8,0.539,0.012,0.05,0.038000000000000006,0.048,0.05,0.0020000000000000018,0.172,0.0,0.172,0.109,0.0,0.109,25.699,26.1,-0.401,116.633,116.6,0.033,-10.903,-10.9,0.003,56.967,57.121,-0.154,72.904,72.87,0.034,-2.375,-2.3,0.075,72.936,72.87,0.066,-2.337,-2.3,0.037,-14.391,-14.5,-0.109,14.803,14.5,0.303,10.295,10.3,-0.005,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.487,16.485,0.002,16.490,16.485,0.005,16.485,16.485,0.000,16.487,16.485,0.002,0.010,0.05,0.04,116.731,116.6,0.131,-10.912,10.9,0.012,57.173,57.0,0.173,27.041,27.0,0.041,7.468,7.5,-0.032,110.066,110.2,-0.134,35.914,35.9,0.014,87.996,88.0,-0.004,-24.245,-24.0,0.245,-23.399,-23.1,0.299,-6.181,-6.0,0.181,48.058,48.0,0.058,-16.253,-16.1,0.153,0.064,0.0,0.064,0.087,0.0,0.087,25.668,26.1,-0.432,44.218,44.1,0.118,6.575,6.5,0.075,54.118,54.0,0.118,5.171,5.1,0.071,74.476,74.4,0.076,-23.245,-23.1,0.145,14.778,14.5,0.278,-14.502,-14.5,0.002,10.301,10.3,0.001,72.937,72.87,0.067,-14.129,-14.5,-0.371,14.381,14.5,-0.119,10.272,10.3,-0.028,72.948,72.87,0.078,-2.295,-2.3,-0.005,-2.225,-2.3,-0.075,1.973,2.0,-0.027,3.548,3.5,0.048,2.007,2.0,0.007,3.542,3.5,0.042,46.505,46.5,0.005,12.303,12.0,0.303,0.020,0.05,0.030000000000000002,0.057,0.05,-0.006999999999999999,12.318,11.8,0.518,0.017,0.05,0.033,0.065,0.05,-0.015,0.064,0.0,0.064,0.087,0.0,0.087,25.668,26.1,-0.432,116.641,116.6,0.041,-10.904,-10.9,0.004,56.938,57.121,-0.183,72.915,72.87,0.045,-2.353,-2.3,0.053,72.926,72.87,0.056,-2.316,-2.3,0.016,-14.546,-14.5,0.046,14.733,14.5,0.233,10.301,10.3,0.001,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.487,16.485,0.002,16.494,16.485,0.009,16.487,16.485,0.002,16.489,16.485,0.004,0.020,0.05,0.030000000000000002,116.754,116.6,0.154,-10.914,10.9,0.014,57.107,57.0,0.107,27.105,27.0,0.105,7.491,7.5,-0.009,110.101,110.2,-0.099,35.894,35.9,-0.006,88.043,88.0,0.043,-24.264,-24.0,0.264,-23.214,-23.1,0.114,-6.173,-6.0,0.173,48.021,48.0,0.021,-16.285,-16.1,0.185,0.112,0.0,0.112,0.064,0.0,0.064,25.698,26.1,-0.402,44.268,44.1,0.168,6.582,6.5,0.082,54.154,54.0,0.154,5.182,5.1,0.082,74.518,74.4,0.118,-23.135,-23.1,0.035,15.523,14.5,1.023,-14.454,-14.5,-0.046,10.314,10.3,0.014,72.958,72.87,0.088,-14.156,-14.5,-0.344,14.297,14.5,-0.203,10.278,10.3,-0.022,72.994,72.87,0.124,-2.318,-2.3,0.018,-2.223,-2.3,-0.077,1.973,2.0,-0.027,3.530,3.5,0.030,2.021,2.0,0.021,3.538,3.5,0.038,46.485,46.5,-0.015,12.355,12.0,0.355,0.016,0.05,0.034,0.060,0.05,-0.009999999999999995,12.358,11.8,0.558,0.013,0.05,0.037000000000000005,0.049,0.05,0.0010000000000000009,0.112,0.0,0.112,0.064,0.0,0.064,25.698,26.1,-0.402,116.602,116.6,0.002,-10.900,-10.9,0.000,56.931,57.121,-0.190,72.882,72.87,0.012,-2.387,-2.3,0.087,72.918,72.87,0.048,-2.334,-2.3,0.034,-14.487,-14.5,-0.013,15.491,14.5,0.991,10.314,10.3,0.014,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.489,16.485,0.004,16.499,16.485,0.014,16.485,16.485,0.000,16.491,16.485,0.006,0.013,0.05,0.037000000000000005,116.660,116.6,0.060,-10.906,10.9,0.006,57.101,57.0,0.101,27.098,27.0,0.098,7.470,7.5,-0.030,109.990,110.2,-0.210,35.853,35.9,-0.047,87.941,88.0,-0.059,-24.244,-24.0,0.244,-23.213,-23.1,0.113,-6.162,-6.0,0.162,47.893,48.0,-0.107,-16.236,-16.1,0.136,-0.007,0.0,-0.007,0.109,0.0,0.109,25.687,26.1,-0.413,44.129,44.1,0.029,6.606,6.5,0.106,54.064,54.0,0.064,5.196,5.1,0.096,74.361,74.4,-0.039,-23.209,-23.1,0.109,14.791,14.5,0.291,-14.259,-14.5,-0.241,10.320,10.3,0.020,72.862,72.87,-0.008,-14.120,-14.5,-0.380,14.621,14.5,0.121,10.282,10.3,-0.018,72.873,72.87,0.003,-2.333,-2.3,0.033,-2.239,-2.3,-0.061,2.025,2.0,0.025,3.508,3.5,0.008,2.052,2.0,0.052,3.511,3.5,0.011,46.564,46.5,0.064,12.336,12.0,0.336,0.017,0.05,0.033,0.047,0.05,0.0030000000000000027,12.363,11.8,0.563,0.012,0.05,0.038000000000000006,0.068,0.05,-0.018000000000000002,-0.007,0.0,-0.007,0.109,0.0,0.109,25.687,26.1,-0.413,116.640,116.6,0.040,-10.904,-10.9,0.004,56.947,57.121,-0.174,72.914,72.87,0.044,-2.366,-2.3,0.066,72.925,72.87,0.055,-2.315,-2.3,0.015,-14.314,-14.5,-0.186,14.736,14.5,0.236,10.320,10.3,0.020,1
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.491,16.485,0.006,16.495,16.485,0.010,16.487,16.485,0.002,16.491,16.485,0.006,0.022,0.05,0.028000000000000004,116.647,116.6,0.047,-10.904,10.9,0.004,57.192,57.0,0.192,27.062,27.0,0.062,7.457,7.5,-0.043,109.957,110.2,-0.243,35.867,35.9,-0.033,87.925,88.0,-0.075,-24.235,-24.0,0.235,-23.251,-23.1,0.151,-6.147,-6.0,0.147,47.884,48.0,-0.116,-16.239,-16.1,0.139,-0.027,0.0,-0.027,0.106,0.0,0.106,25.699,26.1,-0.401,44.133,44.1,0.033,6.622,6.5,0.122,54.039,54.0,0.039,5.199,5.1,0.099,74.379,74.4,-0.021,-23.163,-23.1,0.063,14.701,14.5,0.201,-14.704,-14.5,0.204,10.331,10.3,0.031,72.853,72.87,-0.017,-14.164,-14.5,-0.336,14.552,14.5,0.052,10.283,10.3,-0.017,72.853,72.87,-0.017,-2.345,-2.3,0.045,-2.239,-2.3,-0.061,2.000,2.0,0.000,3.510,3.5,0.010,2.018,2.0,0.018,3.507,3.5,0.007,46.528,46.5,0.028,12.336,12.0,0.336,0.012,0.05,0.038000000000000006,0.057,0.05,-0.006999999999999999,12.364,11.8,0.564,0.011,0.05,0.03900000000000001,0.073,0.05,-0.022999999999999993,-0.027,0.0,-0.027,0.106,0.0,0.106,25.699,26.1,-0.401,116.640,116.6,0.040,-10.904,-10.9,0.004,56.962,57.121,-0.159,72.921,72.87,0.051,-2.371,-2.3,0.071,72.921,72.87,0.051,-2.310,-2.3,0.010,-14.756,-14.5,0.256,14.649,14.5,0.149,10.331,10.3,0.031,0
PARKING SPRAG(8속)_<열전>,0.002,0.1,0.098,16.493,16.485,0.008,16.493,16.485,0.008,16.490,16.485,0.005,16.492,16.485,0.007,0.024,0.05,0.026000000000000002,116.633,116.6,0.033,-10.903,10.9,0.003,57.236,57.0,0.236,27.093,27.0,0.093,7.436,7.5,-0.064,109.967,110.2,-0.233,35.848,35.9,-0.052,87.909,88.0,-0.091,-24.227,-24.0,0.227,-23.211,-23.1,0.111,-6.159,-6.0,0.159,47.864,48.0,-0.136,-16.227,-16.1,0.127,-0.038,0.0,-0.038,0.121,0.0,0.121,25.691,26.1,-0.409,44.124,44.1,0.024,6.630,6.5,0.130,54.026,54.0,0.026,5.205,5.1,0.105,74.350,74.4,-0.050,-23.247,-23.1,0.147,14.648,14.5,0.148,-14.353,-14.5,-0.147,10.325,10.3,0.025,72.833,72.87,-0.037,-14.186,-14.5,-0.314,14.626,14.5,0.126,10.282,10.3,-0.018,72.838,72.87,-0.032,-2.344,-2.3,0.044,-2.245,-2.3,-0.055,1.984,2.0,-0.016,3.508,3.5,0.008,1.999,2.0,-0.001,3.516,3.5,0.016,46.491,46.5,-0.009,12.337,12.0,0.337,0.010,0.05,0.04,0.048,0.05,0.0020000000000000018,12.362,11.8,0.562,0.012,0.05,0.038000000000000006,0.066,0.05,-0.016,-0.038,0.0,-0.038,0.121,0.0,0.121,25.691,26.1,-0.409,116.643,116.6,0.043,-10.904,-10.9,0.004,56.985,57.121,-0.136,72.918,72.87,0.048,-2.372,-2.3,0.072,72.923,72.87,0.053,-2.310,-2.3,0.010,-14.412,-14.5,-0.088,14.589,14.5,0.089,10.325,10.3,0.025,0
